property_name,link,price,configuration,specifications,seller,facilities,advantages
The Vue Residences,https://www.99acres.com/the-vue-residences-puppalaguda-hyderabad-npxid-r385556,₹ 1.31 - 3.88 Cr,"['3 BHK', 'Apartment', 'Super Built-up Area', '1500 - 2490 sq.ft.', '(139.35 - 231.33 sq.m.)', ""₹ 1.31 - 2.18 Cr'}"", '']","{'towers': '7', 'floors': '36', 'units': '1084', 'total project area': '9.8170866108 acres (39.73k sq.m.)'}",RAGHURAM PRADEEP CONSTRUCTIONS (INDIA) LLPBuilder,"['Swimming Pool', 'Aerobics Centre', 'Creche/Day care', 'Grocery Shop', 'Squash Court', 'Theatre', 'Cafeteria', 'Billiards', 'Cricket Pitch']","{'kims hospitals gachibowli': '4.6 km', 'nehru outer ring road': '5.6 km', 'oakridge international school': '5.9 km', 'hyatt hyderabad gachibowli': '6 km', 'hyderabad golf club': '6.1 km', 'maulana azad national urdu university': '7.4 km', 'raidurg metro station': '7.5 km', 'inorbit mall cyberabad': '8.6 km', 'international tech park hyderabad': '8.6 km', 'ocean park': '8.6 km', 'gachibowli stadium': '9.5 km', 'hi-tech city railway station': '14.5 km', 'begumpet airport': '17.4 km'}"
The Vue Residences,https://www.99acres.com/the-vue-residences-puppalaguda-hyderabad-npxid-r385556,₹ 1.31 - 3.88 Cr,"['4 BHK', 'Apartment', 'Super Built-up Area', '3510 - 3975 sq.ft.', '(326.09 - 369.29 sq.m.)', ""₹ 3.42 - 3.88 Cr'}]""]","{'towers': '7', 'floors': '36', 'units': '1084', 'total project area': '9.8170866108 acres (39.73k sq.m.)'}",RAGHURAM PRADEEP CONSTRUCTIONS (INDIA) LLPBuilder,"['Swimming Pool', 'Aerobics Centre', 'Creche/Day care', 'Grocery Shop', 'Squash Court', 'Theatre', 'Cafeteria', 'Billiards', 'Cricket Pitch']","{'kims hospitals gachibowli': '4.6 km', 'nehru outer ring road': '5.6 km', 'oakridge international school': '5.9 km', 'hyatt hyderabad gachibowli': '6 km', 'hyderabad golf club': '6.1 km', 'maulana azad national urdu university': '7.4 km', 'raidurg metro station': '7.5 km', 'inorbit mall cyberabad': '8.6 km', 'international tech park hyderabad': '8.6 km', 'ocean park': '8.6 km', 'gachibowli stadium': '9.5 km', 'hi-tech city railway station': '14.5 km', 'begumpet airport': '17.4 km'}"
KSR Greens,https://www.99acres.com/ksr-greens-miyapur-hyderabad-npxid-r380938,₹ 1.3 - 1.54 Cr,"['3 BHK', 'Apartment', 'Super Built-up Area', '1600 - 1900 sq.ft.', '(148.64 - 176.52 sq.m.)', ""₹ 1.3 - 1.54 Cr'}]""]","{'towers': '2', 'floors': '30', 'units': '476', 'total project area': '3.15 acres (12.75k sq.m.)', 'open area': '79 %'}",KSR HOMESBuilder,"['Infinity Pool', 'Business Lounge', 'Aerobics Centre', 'Barbecue', 'Visitors Parking', 'Pergola', 'Sauna', 'Steam Room', 'Squash Court']","{'mumbai highway': '200 mtr', 'genesis international school': '200 mtr', 'gsm mall & multiplex': '1.4 km', 'chandanagar railway station': '2 km', 'srikara hospitals': '3.1 km', 'miyapur metro station': '5 km', 'gmc balayogi sports complex': '8.5 km', 'school of engineering sciences and tech.': '9.3 km', 'novotel': '9.4 km', 'international tech park hyderabad': '11.1 km', 'rajiv gandhi international airport': '38.9 km'}"
Vazhraa Prathik,https://www.99acres.com/vazhraa-prathik-nizampet-hyderabad-npxid-r307579,₹ 91.62 L - 1.37 Cr,"['2 BHK', 'Apartment', 'Super Built-up Area', '1255 - 1360 sq.ft.', '(116.59 - 126.35 sq.m.)', ""₹ 91.62 - 99.28 L'}"", '']","{'towers': '3', 'floors': '14', 'units': '399', 'total project area': '7.42 acres (30.03k sq.m.)'}",VAZHRAA NIRMAAN PRIVATE LIMITEDBuilder,"['Swimming Pool', 'Football', 'Salon', 'Spa', 'Grocery Shop', 'Squash Court', 'Library', 'Cricket Pitch', 'Earthquake Resistant']","{'medha international school': '1.1 km', 'mumbai highway': '2.1 km', 'kphb colony': '5.1 km', 'healix hospital': '7.3 km', 'chandanagar railway station': '9.6 km', 'sarath city capital mall': '11.1 km', 'gutenberg it park': '12 km', 'itc kohenur': '12.1 km', 'university of hyderabad': '13.7 km', 'gachibowli stadium': '15.5 km', 'hyderabad golf club': '17.7 km', 'rajiv gandhi international airport': '43 km'}"
Vazhraa Prathik,https://www.99acres.com/vazhraa-prathik-nizampet-hyderabad-npxid-r307579,₹ 91.62 L - 1.37 Cr,"['3 BHK', 'Apartment', 'Super Built-up Area', '1710 - 1870 sq.ft.', '(158.86 - 173.73 sq.m.)', ""₹ 1.25 - 1.37 Cr'}]""]","{'towers': '3', 'floors': '14', 'units': '399', 'total project area': '7.42 acres (30.03k sq.m.)'}",VAZHRAA NIRMAAN PRIVATE LIMITEDBuilder,"['Swimming Pool', 'Football', 'Salon', 'Spa', 'Grocery Shop', 'Squash Court', 'Library', 'Cricket Pitch', 'Earthquake Resistant']","{'medha international school': '1.1 km', 'mumbai highway': '2.1 km', 'kphb colony': '5.1 km', 'healix hospital': '7.3 km', 'chandanagar railway station': '9.6 km', 'sarath city capital mall': '11.1 km', 'gutenberg it park': '12 km', 'itc kohenur': '12.1 km', 'university of hyderabad': '13.7 km', 'gachibowli stadium': '15.5 km', 'hyderabad golf club': '17.7 km', 'rajiv gandhi international airport': '43 km'}"
Aspire Spaces Ameya,https://www.99acres.com/aspire-spaces-ameya-miyapur-hyderabad-npxid-r377446,₹ 76.22 L - 1.22 Cr,"['2 BHK', 'Apartment', 'Super Built-up Area', '1210 - 1330 sq.ft.', '(112.41 - 123.56 sq.m.)', ""₹ 76.22 - 83.78 L'}"", '']","{'towers': '9', 'floors': '13', 'units': '1066', 'total project area': '10.0042294 acres (40.49k sq.m.)'}",ASPIRE SPACES PRIVATE LIMITEDBuilder,"['Swimming Pool', 'Piped Gas', 'Banquet Hall', 'Community Hall', 'Basketball Court', 'Indoor Games', 'Sewage Treatment Plant', 'CCTV Camera Security', 'Jogging Track']","{'slg hospitals': '2.9 km', 'sentia the global school': '3.8 km', 'mumbai highway': '4.6 km', 'gsm mall & multiplex': '5.3 km', 'chandanagar railway station': '5.8 km', 'miyapur metro station': '6 km', 'ghmc badminton indoor stadium': '6.5 km', 'zibe hyderabad by grt hotels': '8.7 km', 'jnt university': '9.2 km', 'silver oak kala jyothi golf course': '11.5 km', 'ascendas it park': '13.4 km', 'begumpet airport': '20.5 km'}"
Aspire Spaces Ameya,https://www.99acres.com/aspire-spaces-ameya-miyapur-hyderabad-npxid-r377446,₹ 76.22 L - 1.22 Cr,"['3 BHK', 'Apartment', 'Super Built-up Area', '1495 - 1940 sq.ft.', '(138.89 - 180.23 sq.m.)', ""₹ 94.17 L - 1.22 Cr'}]""]","{'towers': '9', 'floors': '13', 'units': '1066', 'total project area': '10.0042294 acres (40.49k sq.m.)'}",ASPIRE SPACES PRIVATE LIMITEDBuilder,"['Swimming Pool', 'Piped Gas', 'Banquet Hall', 'Community Hall', 'Basketball Court', 'Indoor Games', 'Sewage Treatment Plant', 'CCTV Camera Security', 'Jogging Track']","{'slg hospitals': '2.9 km', 'sentia the global school': '3.8 km', 'mumbai highway': '4.6 km', 'gsm mall & multiplex': '5.3 km', 'chandanagar railway station': '5.8 km', 'miyapur metro station': '6 km', 'ghmc badminton indoor stadium': '6.5 km', 'zibe hyderabad by grt hotels': '8.7 km', 'jnt university': '9.2 km', 'silver oak kala jyothi golf course': '11.5 km', 'ascendas it park': '13.4 km', 'begumpet airport': '20.5 km'}"
Akruthi Stavya,https://www.99acres.com/akruthi-stavya-bachupally-hyderabad-npxid-r412499,₹ 63.72 - 80.46 L,"['2 BHK', 'Apartment', 'Super Built-up Area', '1180 - 1235 sq.ft.', '(109.63 - 114.74 sq.m.)', ""₹ 63.72 - 66.69 L'}"", '']","{'towers': '1', 'floors': '5', 'units': '47', 'total project area': '1.007337443 acres (4.08k sq.m.)'}",Akruthi constructions & DevelopersBuilder,"['Terrace Garden', 'Banquet Hall', 'Amphitheatre', 'Party Lawn', 'Sewage Treatment Plant', 'Jogging Track', 'Rain Water Harvesting', 'Gated Community', '24/7 Water Supply']","{'sri vidya bharathi high school': '2.2 km', 'mams hospital': '1.2 km', 'icfai university': '9.1 km', 'hafeezpet railway station': '9.2 km', 'rajiv gandhi international airport': '46.5 km', 'bachupally shopping mall': '2.3 km', 'mumbai highway': '7.9 km', 'vjrs indoor stadium': '3.7 km', 'iqbc business center': '8.6 km'}"
Akruthi Stavya,https://www.99acres.com/akruthi-stavya-bachupally-hyderabad-npxid-r412499,₹ 63.72 - 80.46 L,"['3 BHK', 'Apartment', 'Super Built-up Area', '1490 sq.ft.', '(138.43 sq.m.)', ""₹ 80.46 L'}]""]","{'towers': '1', 'floors': '5', 'units': '47', 'total project area': '1.007337443 acres (4.08k sq.m.)'}",Akruthi constructions & DevelopersBuilder,"['Terrace Garden', 'Banquet Hall', 'Amphitheatre', 'Party Lawn', 'Sewage Treatment Plant', 'Jogging Track', 'Rain Water Harvesting', 'Gated Community', '24/7 Water Supply']","{'sri vidya bharathi high school': '2.2 km', 'mams hospital': '1.2 km', 'icfai university': '9.1 km', 'hafeezpet railway station': '9.2 km', 'rajiv gandhi international airport': '46.5 km', 'bachupally shopping mall': '2.3 km', 'mumbai highway': '7.9 km', 'vjrs indoor stadium': '3.7 km', 'iqbc business center': '8.6 km'}"
Shree Krishna Homes,https://www.99acres.com/shree-krishna-homes-kompally-hyderabad-npxid-r370974,₹ 51.7 - 78.49 L,"['2 BHK', 'Apartment', 'Super Built-up Area', '1100 - 1240 sq.ft.', '(102.19 - 115.2 sq.m.)', ""₹ 51.7 - 58.28 L'}"", '']","{'towers': '4', 'floors': '5', 'units': '352', 'total project area': '3.99 acres (16.15k sq.m.)'}",SHREE KRISHNA HOMESBuilder,"['Clinic', 'Swimming Pool', 'Spa', 'Creche/Day care', 'Grocery Shop', 'Cafeteria', 'Video Door Security', 'Party Lawn', 'Table Tennis']","{'nh 44': '1.2 km', 'little flower high school': '9.4 km', 'docca stadium': '12.6 km', 'gram aaranyaka gol': '14.7 km', 'dbs business center': '15.4 km', 'welkin hotel': '15.5 km', 'secunderabad': '16.4 km', 'patny central mall': '16.6 km', 'kims hospitals': '17.6 km', 'begumpet airport': '17.9 km', 'wonderfun park & party zone': '21.1 km', 'efl university': '22.2 km'}"
Shree Krishna Homes,https://www.99acres.com/shree-krishna-homes-kompally-hyderabad-npxid-r370974,₹ 51.7 - 78.49 L,"['3 BHK', 'Apartment', 'Super Built-up Area', '1320 - 1670 sq.ft.', '(122.63 - 155.15 sq.m.)', ""₹ 62.04 - 78.49 L'}]""]","{'towers': '4', 'floors': '5', 'units': '352', 'total project area': '3.99 acres (16.15k sq.m.)'}",SHREE KRISHNA HOMESBuilder,"['Clinic', 'Swimming Pool', 'Spa', 'Creche/Day care', 'Grocery Shop', 'Cafeteria', 'Video Door Security', 'Party Lawn', 'Table Tennis']","{'nh 44': '1.2 km', 'little flower high school': '9.4 km', 'docca stadium': '12.6 km', 'gram aaranyaka gol': '14.7 km', 'dbs business center': '15.4 km', 'welkin hotel': '15.5 km', 'secunderabad': '16.4 km', 'patny central mall': '16.6 km', 'kims hospitals': '17.6 km', 'begumpet airport': '17.9 km', 'wonderfun park & party zone': '21.1 km', 'efl university': '22.2 km'}"
Akshita Golden Breeze 4,https://www.99acres.com/akshita-golden-breeze-4-maheshwaram-hyderabad-npxid-r405191,₹ 22.49 - 91.01 L,"['Land', '', 'Plot Area', '1349.9 - 5462.9 sq.ft.', '(125.41 - 507.52 sq.m.)', ""₹ 22.49 - 91.01 L'}]""]","{'units': '548', 'total project area': '35.83 acres (145.0k sq.m.)'}",Adrustar Developers Pvt LtdDealer,"['Swimming Pool', 'Vastu Compliant', 'Rain Water Harvesting', '24x7 Security', 'Club House', 'Gated Community', '24/7 Water Supply', '""Children\'s Play Area""', 'Internal Street Lights']","{'electronic city': '5 mins', 'hcl': '5 mins', 'tata': '15 mins', 'wipro sez': '5 mins', 'pharma city': '10 mins', 'rrr': '10 mins', 'orr': '20 mins', 'fab city': '25 mins', 'rgi airport': '25 mins', 'wonderla': '30 mins'}"
IRA Aspiration,https://www.99acres.com/ira-aspiration-kollur-hyderabad-npxid-r375577,₹ 77.69 L - 1.32 Cr,"['2 BHK', 'Apartment', 'Super Built-up Area', '1295 sq.ft.', '(120.31 sq.m.)', ""₹ 77.69 L'}"", '']","{'towers': '5', 'floors': '9', 'units': '748', 'total project area': '8 acres (32.37k sq.m.)', 'open area': '60 %'}",IRA RealtyBuilder,"['Swimming Pool', 'Lounge', 'Conference room', 'Spa', 'Pool Table', 'Fountain', 'Shopping Centre', 'Library', 'Cricket Pitch']","{'delhi public school': '1.4 km', 'fino payments bank': '1.7 km', 'neopolis': '10 km', 'nagulapalli railway station': '2.05 km', 'donthanpally bus stop': '3.2 km', 'pilligundla main road bus stand': '3.7 km', 'janwada main road bus stop': '4 km', 'maharajpet bus stop': '4 km', 'mizaguda bus stop': '4.15 km', 'nagalapall railway': '4.2 km', 'janwada bus stand': '4.5 km', 'gopalapuram bus stop': '4.6 km', 'park twelve – becc': '5.1 km', 'sdv childrens park': '5.5 km'}"
IRA Aspiration,https://www.99acres.com/ira-aspiration-kollur-hyderabad-npxid-r375577,₹ 77.69 L - 1.32 Cr,"['3 BHK', 'Apartment', 'Super Built-up Area', '1495 - 2195 sq.ft.', '(138.89 - 203.92 sq.m.)', ""₹ 89.69 L - 1.32 Cr'}]""]","{'towers': '5', 'floors': '9', 'units': '748', 'total project area': '8 acres (32.37k sq.m.)', 'open area': '60 %'}",IRA RealtyBuilder,"['Swimming Pool', 'Lounge', 'Conference room', 'Spa', 'Pool Table', 'Fountain', 'Shopping Centre', 'Library', 'Cricket Pitch']","{'delhi public school': '1.4 km', 'fino payments bank': '1.7 km', 'neopolis': '10 km', 'nagulapalli railway station': '2.05 km', 'donthanpally bus stop': '3.2 km', 'pilligundla main road bus stand': '3.7 km', 'janwada main road bus stop': '4 km', 'maharajpet bus stop': '4 km', 'mizaguda bus stop': '4.15 km', 'nagalapall railway': '4.2 km', 'janwada bus stand': '4.5 km', 'gopalapuram bus stop': '4.6 km', 'park twelve – becc': '5.1 km', 'sdv childrens park': '5.5 km'}"
Ira Miracle,https://www.99acres.com/ira-miracle-kollur-hyderabad-npxid-r375399,₹ 99.28 L - 1.47 Cr,"['3 BHK', 'Apartment', 'Super Built-up Area', '1655 - 2455 sq.ft.', '(153.75 - 228.08 sq.m.)', ""₹ 99.28 L - 1.47 Cr'}]""]","{'towers': '1', 'floors': '14', 'units': '274', 'total project area': '3 acres (12.14k sq.m.)', 'open area': '20 %'}",IRA RealtyBuilder,"['Swimming Pool', 'Business Lounge', 'Conference room', 'Salon', 'Aerobics Centre', 'Spa', 'Grocery Shop', 'Pool Table', 'Library']","{'kollur road': '3mtr', 'delhi public school': '400 mtr', 'fino payments': '1.5 km', 'sbi atm': '1.5 km', 'nagalapalli railway station': '2.9 km', 'nagulapalli railway station': '1.75 km', 'donthanpally bus stop': '3.9 km', 'pilligundla main road bus stand': '4.3 km', 'janwada main road bus stop': '4.4 km', 'maharajpet bus stop': '4.7 km', 'mizaguda bus stop': '4.55 km', 'narayana junior college': '4.7 km', 'indus crest marg': '5.3 km', 'sdv childrens park': '5.3 km'}"
KSR Signature 4,https://www.99acres.com/ksr-signature-4-tellapur-hyderabad-npxid-r383498,₹ 72.93 L - 1.43 Cr,"['2 BHK', 'Apartment', 'Super Built-up Area', '1122 - 1223 sq.ft.', '(104.24 - 113.62 sq.m.)', ""₹ 72.93 - 79.5 L'}"", '']","{'towers': '5', 'floors': '5', 'units': '294', 'total project area': '3.5 acres (14.16k sq.m.)'}",K S R HOMES INDIA PRIVATE LIMITEDBuilder,"['Swimming Pool', 'Lounge', 'Conference room', 'Pergola', 'Banquet Hall', 'Cricket Pitch', 'Vastu Compliant', 'Basketball Court', 'Yoga/Meditation Area']","{'birla open minds international school': '4.2 km', 'telapur railway station': '5.3 km', 'meil leaf golf course': '6.4 km', 'infosyeit park': '7.1 km', 'nehru outer ring road': '7.2 km', 'lemon tree hotel': '8.3 km', 'gachibowli': '8.6 km', 'continental hospitals': '9.2 km', 'university of hyderabad': '11.8 km', 'gachibowli stadium': '12.2 km', 'sarath city capital mall': '12.9 km', 'ocean park': '14.1 km', 'raidurg metro station': '27.1 km'}"
KSR Signature 4,https://www.99acres.com/ksr-signature-4-tellapur-hyderabad-npxid-r383498,₹ 72.93 L - 1.43 Cr,"['3 BHK', 'Apartment', 'Super Built-up Area', '1507 - 2203 sq.ft.', '(140.0 - 204.67 sq.m.)', ""₹ 97.96 L - 1.43 Cr'}]""]","{'towers': '5', 'floors': '5', 'units': '294', 'total project area': '3.5 acres (14.16k sq.m.)'}",K S R HOMES INDIA PRIVATE LIMITEDBuilder,"['Swimming Pool', 'Lounge', 'Conference room', 'Pergola', 'Banquet Hall', 'Cricket Pitch', 'Vastu Compliant', 'Basketball Court', 'Yoga/Meditation Area']","{'birla open minds international school': '4.2 km', 'telapur railway station': '5.3 km', 'meil leaf golf course': '6.4 km', 'infosyeit park': '7.1 km', 'nehru outer ring road': '7.2 km', 'lemon tree hotel': '8.3 km', 'gachibowli': '8.6 km', 'continental hospitals': '9.2 km', 'university of hyderabad': '11.8 km', 'gachibowli stadium': '12.2 km', 'sarath city capital mall': '12.9 km', 'ocean park': '14.1 km', 'raidurg metro station': '27.1 km'}"
Akruthi Sri Vatsa,https://www.99acres.com/akruthi-sri-vatsa-mallampet-hyderabad-npxid-r422684,₹ 60.5 - 91.3 L,"['2 BHK', 'Apartment', 'Super Built-up Area', '1100 - 1300 sq.ft.', '(102.19 - 120.77 sq.m.)', ""₹ 60.5 - 71.5 L'}"", '']","{'towers': '1', 'floors': '5', 'units': '131', 'total project area': '1.597971197 acres (6.47k sq.m.)'}",Akruthi constructions & DevelopersBuilder,"['Swimming Pool', 'Flower Garden', 'Conference room', 'Gazebo', 'Library', 'Cricket Pitch', 'Multipurpose Court', 'Toddler Pool', 'Badminton Court']","{'pallavi  international  school': '1.8 km', 'mamata academy of med. sci.': '3 km', 'university of hyderabad': '16.2 km', 'begumpet airport': '20.9 km', 'malakpet railway': '28.3 km', 'sarath city capital mall': '14.3 km', 'nh 65': '15.4 km', 'gachibowli stadium': '17.9 km', 'miyapur': '9.2 km', 'international tech park': '17.1 km', 'jalavihar water park': '24.9 km', 'itc kohenur': '18.3 km'}"
Akruthi Sri Vatsa,https://www.99acres.com/akruthi-sri-vatsa-mallampet-hyderabad-npxid-r422684,₹ 60.5 - 91.3 L,"['3 BHK', 'Apartment', 'Super Built-up Area', '1595 - 1660 sq.ft.', '(148.18 - 154.22 sq.m.)', ""₹ 87.73 - 91.3 L'}]""]","{'towers': '1', 'floors': '5', 'units': '131', 'total project area': '1.597971197 acres (6.47k sq.m.)'}",Akruthi constructions & DevelopersBuilder,"['Swimming Pool', 'Flower Garden', 'Conference room', 'Gazebo', 'Library', 'Cricket Pitch', 'Multipurpose Court', 'Toddler Pool', 'Badminton Court']","{'pallavi  international  school': '1.8 km', 'mamata academy of med. sci.': '3 km', 'university of hyderabad': '16.2 km', 'begumpet airport': '20.9 km', 'malakpet railway': '28.3 km', 'sarath city capital mall': '14.3 km', 'nh 65': '15.4 km', 'gachibowli stadium': '17.9 km', 'miyapur': '9.2 km', 'international tech park': '17.1 km', 'jalavihar water park': '24.9 km', 'itc kohenur': '18.3 km'}"
Incor Lake City,https://www.99acres.com/incor-lake-city-patancheru-hyderabad-npxid-r373118,₹ 52.4 L - 1.21 Cr,"['1 BHK', 'Apartment', 'Super Built-up Area', '794 sq.ft.', '(73.77 sq.m.)', ""₹ 52.4 L'}"", '']","{'towers': '5', 'floors': '40', 'units': '4000', 'total project area': '32 acres (129.5k sq.m.)'}",Incor Lake City Projects Private Limited Builder,"['Mini Theatre', 'Infinity Pool', 'Swimming Pool', 'Salon', 'Restaurant', 'Creche/Day care', 'Pool Table', 'Cafeteria', 'Billiards']","{'orr': '2 mins', 'bhel': '10 mins', 'financial district': '25 mins', 'sarathcity mall': '30 mins', 'airport': '40 mins', 'candidus international school': '5 mins', 'gaudiam school': '10 mins', 'samashti international school': '15 mins', 'value zone hyper mart': '1 min'}"
Incor Lake City,https://www.99acres.com/incor-lake-city-patancheru-hyderabad-npxid-r373118,₹ 52.4 L - 1.21 Cr,"['2 BHK', 'Apartment', 'Super Built-up Area', '1062 - 1441 sq.ft.', '(98.66 - 133.87 sq.m.)', ""₹ 70.08 - 95.09 L'}"", '']","{'towers': '5', 'floors': '40', 'units': '4000', 'total project area': '32 acres (129.5k sq.m.)'}",Incor Lake City Projects Private Limited Builder,"['Mini Theatre', 'Infinity Pool', 'Swimming Pool', 'Salon', 'Restaurant', 'Creche/Day care', 'Pool Table', 'Cafeteria', 'Billiards']","{'orr': '2 mins', 'bhel': '10 mins', 'financial district': '25 mins', 'sarathcity mall': '30 mins', 'airport': '40 mins', 'candidus international school': '5 mins', 'gaudiam school': '10 mins', 'samashti international school': '15 mins', 'value zone hyper mart': '1 min'}"
Incor Lake City,https://www.99acres.com/incor-lake-city-patancheru-hyderabad-npxid-r373118,₹ 52.4 L - 1.21 Cr,"['3 BHK', 'Apartment', 'Super Built-up Area', '1369 - 1828 sq.ft.', '(127.18 - 169.83 sq.m.)', ""₹ 90.34 L - 1.21 Cr'}]""]","{'towers': '5', 'floors': '40', 'units': '4000', 'total project area': '32 acres (129.5k sq.m.)'}",Incor Lake City Projects Private Limited Builder,"['Mini Theatre', 'Infinity Pool', 'Swimming Pool', 'Salon', 'Restaurant', 'Creche/Day care', 'Pool Table', 'Cafeteria', 'Billiards']","{'orr': '2 mins', 'bhel': '10 mins', 'financial district': '25 mins', 'sarathcity mall': '30 mins', 'airport': '40 mins', 'candidus international school': '5 mins', 'gaudiam school': '10 mins', 'samashti international school': '15 mins', 'value zone hyper mart': '1 min'}"
RSR The Garden View,https://www.99acres.com/rsr-the-garden-view-kollur-hyderabad-npxid-r420229,₹ 46.31 - 77.88 L,"['2 BHK', 'Apartment', 'Carpet Area', '1323 - 1368 sq.ft.', '(122.91 - 127.09 sq.m.)', ""₹ 46.31 - 47.88 L'}"", '']","{'towers': '1', 'floors': '18', 'units': '288', 'total project area': '3 acres (12.14k sq.m.)', 'open area': '70 %'}",RSR greenway InfraBuilder,"['Swimming Pool', 'Piped Gas', 'Squash Court', 'Wi-Fi Connectivity', 'Library', 'Cricket Pitch', 'Amphitheatre', 'Earthquake Resistant', 'Power Back up Lift']","{'admin block the gaudium school': '1.4 kms', 'narayan college': '8.2 kms', 'continental hospitals': '17.1 kms', 'begumpet airport': '39.0 kms', 'lingampalli': '12.6 kms', 'sarath city capital mall': '19.2 kms', 'miyapur': '18.8 kms', 'it park pjt': '15.1 kms', 'flipside adventure park': '15.7 kms', 'gachibowli stadium': '18.3 kms', 'boulder hills golf & country club': '19.7 kms', 'hyatt hotel': '17.7 kms', 'nh 2': '3.5 kms'}"
RSR The Garden View,https://www.99acres.com/rsr-the-garden-view-kollur-hyderabad-npxid-r420229,₹ 46.31 - 77.88 L,"['3 BHK', 'Apartment', 'Carpet Area', '1646 - 2041 sq.ft.', '(152.92 - 189.62 sq.m.)', ""₹ 57.61 - 71.44 L'}"", '']","{'towers': '1', 'floors': '18', 'units': '288', 'total project area': '3 acres (12.14k sq.m.)', 'open area': '70 %'}",RSR greenway InfraBuilder,"['Swimming Pool', 'Piped Gas', 'Squash Court', 'Wi-Fi Connectivity', 'Library', 'Cricket Pitch', 'Amphitheatre', 'Earthquake Resistant', 'Power Back up Lift']","{'admin block the gaudium school': '1.4 kms', 'narayan college': '8.2 kms', 'continental hospitals': '17.1 kms', 'begumpet airport': '39.0 kms', 'lingampalli': '12.6 kms', 'sarath city capital mall': '19.2 kms', 'miyapur': '18.8 kms', 'it park pjt': '15.1 kms', 'flipside adventure park': '15.7 kms', 'gachibowli stadium': '18.3 kms', 'boulder hills golf & country club': '19.7 kms', 'hyatt hotel': '17.7 kms', 'nh 2': '3.5 kms'}"
RSR The Garden View,https://www.99acres.com/rsr-the-garden-view-kollur-hyderabad-npxid-r420229,₹ 46.31 - 77.88 L,"['4 BHK', 'Apartment', 'Carpet Area', '2225 sq.ft.', '(206.71 sq.m.)', ""₹ 77.88 L'}]""]","{'towers': '1', 'floors': '18', 'units': '288', 'total project area': '3 acres (12.14k sq.m.)', 'open area': '70 %'}",RSR greenway InfraBuilder,"['Swimming Pool', 'Piped Gas', 'Squash Court', 'Wi-Fi Connectivity', 'Library', 'Cricket Pitch', 'Amphitheatre', 'Earthquake Resistant', 'Power Back up Lift']","{'admin block the gaudium school': '1.4 kms', 'narayan college': '8.2 kms', 'continental hospitals': '17.1 kms', 'begumpet airport': '39.0 kms', 'lingampalli': '12.6 kms', 'sarath city capital mall': '19.2 kms', 'miyapur': '18.8 kms', 'it park pjt': '15.1 kms', 'flipside adventure park': '15.7 kms', 'gachibowli stadium': '18.3 kms', 'boulder hills golf & country club': '19.7 kms', 'hyatt hotel': '17.7 kms', 'nh 2': '3.5 kms'}"
Risinia The Twinz,https://www.99acres.com/risinia-the-twinz-bachupally-hyderabad-npxid-r399656,₹ 71.22 L - 1.11 Cr,"['2 BHK', 'Apartment', 'Super Built-up Area', '1295 - 1425 sq.ft.', '(120.31 - 132.39 sq.m.)', ""₹ 71.22 - 78.38 L'}"", '']","{'towers': '2', 'floors': '15', 'units': '555', 'total project area': '3 acres (12.14k sq.m.)'}",Risinia BuildersBuilder,"['Mini Theatre', 'Swimming Pool', 'Conference room', 'Salon', 'Aerobics Centre', 'Pergola', 'Waiting Lounge', 'Sauna', 'Spa']","{'unicent school': '3.6 km', 'mahindra university': '6.6 km', 'nehru outer ring road': '7.8 km', 'mams hospital': '8 km', 'zibe hyderabad': '9.5 km', 'kphb colony metro station': '9.9 km', 'ask hub office space': '10.6 km', 'nsl centrum mall': '11.5 km', 'hafizpet railway station': '14.3 km', 'rajiv gandhi international airport': '49.5 km'}"
Risinia The Twinz,https://www.99acres.com/risinia-the-twinz-bachupally-hyderabad-npxid-r399656,₹ 71.22 L - 1.11 Cr,"['3 BHK', 'Apartment', 'Super Built-up Area', '1705 - 2010 sq.ft.', '(158.4 - 186.74 sq.m.)', ""₹ 93.78 L - 1.11 Cr'}]""]","{'towers': '2', 'floors': '15', 'units': '555', 'total project area': '3 acres (12.14k sq.m.)'}",Risinia BuildersBuilder,"['Mini Theatre', 'Swimming Pool', 'Conference room', 'Salon', 'Aerobics Centre', 'Pergola', 'Waiting Lounge', 'Sauna', 'Spa']","{'unicent school': '3.6 km', 'mahindra university': '6.6 km', 'nehru outer ring road': '7.8 km', 'mams hospital': '8 km', 'zibe hyderabad': '9.5 km', 'kphb colony metro station': '9.9 km', 'ask hub office space': '10.6 km', 'nsl centrum mall': '11.5 km', 'hafizpet railway station': '14.3 km', 'rajiv gandhi international airport': '49.5 km'}"
The Edge by Risinia,https://www.99acres.com/the-edge-by-risinia-pragathi-nagar-hyderabad-npxid-r401689,₹ 73.46 L - 1.1 Cr,"['2 BHK', 'Apartment', 'Super Built-up Area', '1312 - 1330 sq.ft.', '(121.89 - 123.56 sq.m.)', ""₹ 73.46 - 74.47 L'}"", '']",{'units': '272'},Risinia BuildersBuilder,"['Mini Theatre', 'Lounge', 'Conference room', 'Salon', 'Aerobics Centre', 'Barbecue', 'Waiting Lounge', 'Sauna', 'Spa']","{'slg hospitals': '5.8 km', 'miyapur metro station': '6.8 km', 'oakridge international school': '7.3 km', 'sriven mall': '7.9 km', 'malla reddy university': '10.1 km', 'nh 44': '10.5 km', 'tata consultancy services': '15.4 km', 'begumpet airport': '16.5 km', 'bolarum railway station': '18.4 km'}"
