property_name,link,price,configuration,specifications,seller,facilities,advantages
Hallmark Floresta,https://www.99acres.com/hallmark-floresta-patighanpur-hyderabad-npxid-r414404,₹ 3.24 - 5.53 Cr,"['3 BHK', 'Villa', 'Built-up Area', '2700 - 3775 sq.ft.', '(250.84 - 350.71 sq.m.)', ""₹ 3.24 - 4.53 Cr'}"", '']","{'floors': '2', 'units': '166', 'total project area': '13.46 acres (54.47k sq.m.)'}",Hallmark BuildersBuilder,"['Water Softener Plant', 'Sewage Treatment Plant', 'CCTV Camera Security', '24x7 Security', 'Club House', 'DTH Television', 'InterCom', 'DG Availability']","{'narayana iit academy': '1 min', 'the gaudium school': '5 min', 'candiidus international school': '5 min', 'citizen hospital': '19 min', 'dmart': '10 min', 'bhel cross road': '23 min', 'hyderabad international airport': '37 min', 'value mart': '10 min'}"
Hallmark Floresta,https://www.99acres.com/hallmark-floresta-patighanpur-hyderabad-npxid-r414404,₹ 3.24 - 5.53 Cr,"['4 BHK', 'Villa', 'Built-up Area', '4090 - 4605 sq.ft.', '(379.97 - 427.82 sq.m.)', ""₹ 4.91 - 5.53 Cr'}]""]","{'floors': '2', 'units': '166', 'total project area': '13.46 acres (54.47k sq.m.)'}",Hallmark BuildersBuilder,"['Water Softener Plant', 'Sewage Treatment Plant', 'CCTV Camera Security', '24x7 Security', 'Club House', 'DTH Television', 'InterCom', 'DG Availability']","{'narayana iit academy': '1 min', 'the gaudium school': '5 min', 'candiidus international school': '5 min', 'citizen hospital': '19 min', 'dmart': '10 min', 'bhel cross road': '23 min', 'hyderabad international airport': '37 min', 'value mart': '10 min'}"
Sumadhuras Gardens By The Brook,https://www.99acres.com/sumadhuras-gardens-by-the-brook-shamshabad-hyderabad-npxid-r389311,₹ 87 L - 1.28 Cr,"['2 BHK', 'Apartment', 'Super Built-up Area', '1285 - 1440 sq.ft.', '(119.38 - 133.78 sq.m.)', ""₹ 87 - 97.49 L'}"", '']","{'towers': '8', 'floors': '14', 'units': '908', 'total project area': '9.625 acres (38.95k sq.m.)'}",Sumadhura Infracon Pvt. Ltd.Builder,"['Mini Theatre', 'Car wash area', 'Swimming Pool', 'Medical Centre', 'Salon', 'Solar Lighting', 'Aerobics Centre', 'Restaurant', 'Spa']","{'nh 44': '650 m', 'umda nagar railway station': '4 km', 'shanthi multispecialty hospital': '4.2 km', 'hotel rainbow international': '5.9 km', 'infant jesus international school': '6 km', 'rajiv gandhi international airport': '6.8 km', 'agriculture university': '6.9 km', 'escape water park': '7.4 km', 'mantra mall': '11.6 km', 'gmr business park': '12.2 km'}"
Sumadhuras Gardens By The Brook,https://www.99acres.com/sumadhuras-gardens-by-the-brook-shamshabad-hyderabad-npxid-r389311,₹ 87 L - 1.28 Cr,"['3 BHK', 'Apartment', 'Super Built-up Area', '1625 - 1680 sq.ft.', '(150.97 - 156.08 sq.m.)', ""₹ 1.18 - 1.28 Cr'}]""]","{'towers': '8', 'floors': '14', 'units': '908', 'total project area': '9.625 acres (38.95k sq.m.)'}",Sumadhura Infracon Pvt. Ltd.Builder,"['Mini Theatre', 'Car wash area', 'Swimming Pool', 'Medical Centre', 'Salon', 'Solar Lighting', 'Aerobics Centre', 'Restaurant', 'Spa']","{'nh 44': '650 m', 'umda nagar railway station': '4 km', 'shanthi multispecialty hospital': '4.2 km', 'hotel rainbow international': '5.9 km', 'infant jesus international school': '6 km', 'rajiv gandhi international airport': '6.8 km', 'agriculture university': '6.9 km', 'escape water park': '7.4 km', 'mantra mall': '11.6 km', 'gmr business park': '12.2 km'}"
The Olympus,https://www.99acres.com/the-olympus-nanakramguda-hyderabad-npxid-r378897,₹ 2.27 - 2.53 Cr,"['3 BHK', 'Apartment', 'Super Built-up Area', '2010 - 2270 sq.ft.', '(186.74 - 210.89 sq.m.)', ""₹ 2.27 - 2.53 Cr'}]""]","{'towers': '2', 'units': '856', 'total project area': '5.06 acres (20.48k sq.m.)'}",Sumadhura Infracon Pvt. Ltd.Builder,"['Skating Rink', 'Cricket Pitch', 'Amphitheatre', 'Party Lawn', 'Basketball Court', 'Jogging Track', 'Club House', 'Gated Community', 'Gymnasium']","{'nehru outer ring road': '1.3 km', 'oakridge international school': '1.9 km', 'emaar mgf boulder hills': '4.1 km', 'raidurg metro station': '5.2 km', 'university of hyderabad': '6.5 km', 'inorbit mall cyberabad': '6.6 km', 'raheja mindspace it park': '7.6 km', 'ocean park': '9.1 km', 'kims hospitals\\xa0': '9.5 km', 'hitec city mmts railway station': '11.1 km', 'begumpet airport': '16.4 km'}"
Technopolis Solitaire Unity,https://www.99acres.com/technopolis-solitaire-unity-kondapur-hyderabad-npxid-r381541,₹ 1.02 - 1.91 Cr,"['2 BHK', 'Apartment', 'Super Built-up Area', '1225 - 1615 sq.ft.', '(113.81 - 150.04 sq.m.)', ""₹ 1.02 - 1.34 Cr'}"", '']","{'towers': '1', 'floors': '16', 'units': '352', 'total project area': '2.24 acres (9.06k sq.m.)'}",TECHNOPOLIS CONSTRUCTION COMPANY PVT LTDBuilder,"['Swimming Pool', 'Business Lounge', 'Aerobics Centre', 'Creche/Day care', 'Gazebo', 'Banquet Hall', 'Library', 'Sun Deck', 'Multipurpose Court']","{'chandanagar railway station': '1.4 km', 'university of hyderabad': '3 km', 'collection o vennela residency': '3.1 km', 'the oaktree school\\xa0': '3.2 km', 'pranaam hospitals': '4.2 km', 'mumbai highway': '4.9 km', 'pjr stadium': '5.6 km', 'gsm mall & multiplex': '6.2 km', 'miyapur metro station': '6.3 km', 'silver oak kala jyothi golf course': '8.6 km', 'ascendas it park': '9 km', 'begumpet airport': '19.2 km'}"
Technopolis Solitaire Unity,https://www.99acres.com/technopolis-solitaire-unity-kondapur-hyderabad-npxid-r381541,₹ 1.02 - 1.91 Cr,"['3 BHK', 'Apartment', 'Super Built-up Area', '1400 - 2300 sq.ft.', '(130.06 - 213.68 sq.m.)', ""₹ 1.16 - 1.91 Cr'}]""]","{'towers': '1', 'floors': '16', 'units': '352', 'total project area': '2.24 acres (9.06k sq.m.)'}",TECHNOPOLIS CONSTRUCTION COMPANY PVT LTDBuilder,"['Swimming Pool', 'Business Lounge', 'Aerobics Centre', 'Creche/Day care', 'Gazebo', 'Banquet Hall', 'Library', 'Sun Deck', 'Multipurpose Court']","{'chandanagar railway station': '1.4 km', 'university of hyderabad': '3 km', 'collection o vennela residency': '3.1 km', 'the oaktree school\\xa0': '3.2 km', 'pranaam hospitals': '4.2 km', 'mumbai highway': '4.9 km', 'pjr stadium': '5.6 km', 'gsm mall & multiplex': '6.2 km', 'miyapur metro station': '6.3 km', 'silver oak kala jyothi golf course': '8.6 km', 'ascendas it park': '9 km', 'begumpet airport': '19.2 km'}"
Primark Northwave,https://www.99acres.com/primark-northwave-bahadurpally-hyderabad-npxid-r423661,₹ 60.85 - 85.05 L,"['2 BHK', 'Apartment', 'Super Built-up Area', '1295 - 1300 sq.ft.', '(120.31 - 120.77 sq.m.)', ""₹ 60.85 - 61.09 L'}"", '']","{'towers': '14', 'floors': '9', 'units': '1026', 'total project area': '13.5 acres (54.63k sq.m.)'}",Primark DevelopersBuilder,"['Car wash area', 'Flower Garden', 'Reflexology Park', 'Aerobics Centre', 'Barbecue', 'Pergola', 'High Speed Elevators', 'Piped Gas', 'Skating Rink']","{'malla reddy narayana hospital': '1.8 km', 'quthbullapur cricket stadium': '4.6 km', 'mahindra university': '4.9 km', 'delhi public school - miyapur': '5.7 km', 'nh 44': '9.1 km', 'gundlapochampally railway station': '9.8 km', 'minerva grand - kompally': '10 km', 'kphb colony metro station': '11.4 km', 'kandlakoya it park': '12.3 km', 'rajiv gandhi international airport': '44 km'}"
Primark Northwave,https://www.99acres.com/primark-northwave-bahadurpally-hyderabad-npxid-r423661,₹ 60.85 - 85.05 L,"['3 BHK', 'Apartment', 'Super Built-up Area', '1465 - 1810 sq.ft.', '(136.1 - 168.15 sq.m.)', ""₹ 68.84 - 85.05 L'}]""]","{'towers': '14', 'floors': '9', 'units': '1026', 'total project area': '13.5 acres (54.63k sq.m.)'}",Primark DevelopersBuilder,"['Car wash area', 'Flower Garden', 'Reflexology Park', 'Aerobics Centre', 'Barbecue', 'Pergola', 'High Speed Elevators', 'Piped Gas', 'Skating Rink']","{'malla reddy narayana hospital': '1.8 km', 'quthbullapur cricket stadium': '4.6 km', 'mahindra university': '4.9 km', 'delhi public school - miyapur': '5.7 km', 'nh 44': '9.1 km', 'gundlapochampally railway station': '9.8 km', 'minerva grand - kompally': '10 km', 'kphb colony metro station': '11.4 km', 'kandlakoya it park': '12.3 km', 'rajiv gandhi international airport': '44 km'}"
Iris by Raghava,https://www.99acres.com/iris-by-raghava-gachibowli-hyderabad-npxid-r399658,₹ 5.96 - 8.26 Cr,"['4 BHK', 'Apartment', 'Super Built-up Area', '4769.92 - 6605 sq.ft.', '(443.14 - 613.62 sq.m.)', ""₹ 5.96 - 8.26 Cr'}]""]","{'towers': '3', 'floors': '45', 'units': '531', 'total project area': '7.38 acres (29.87k sq.m.)'}",MagicPropDealer,"['Reading Lounge', 'Creche/Day care', 'Squash Court', 'Banquet Hall', 'Fountain', 'Cricket Pitch', 'Lawn Tennis Court', 'Multipurpose Court', 'Basketball Court']","{'kairos global school': '2.2 km', 'kims hospitals gachibowli': '2.5 km', 'old mumbai highway': '3.1 km', 'raidurg metro station': '3.1 km', 'kohenur road': '3.7 km', 'inorbit mall cyberabad': '4.2 km', 'itc kohenur': '4.5 km', 'botanical garden kondapur': '5.4 km', 'amazon hyderabad campus': '5.5 km', 'university of hyderabad': '7.2 km', 'borabanda railway station': '9.3 km', 'ocean park': '12.2 km', 'rajiv gandhi international airport': '29.3 km'}"
Unnati Shree Rath Apartments,https://www.99acres.com/unnati-shree-rath-apartments-nizampet-hyderabad-npxid-r271655,₹ 73.71 L - 1.41 Cr,"['2 BHK', 'Apartment', 'Super Built-up Area', '945 - 1025 sq.ft.', '(87.79 - 95.23 sq.m.)', ""₹ 73.71 - 79.95 L'}"", '']","{'floors': '23', 'units': '628', 'total project area': '3 acres (12.14k sq.m.)', 'open area': '72 %'}",Unnati BuildtechBuilder,"['Clinic', 'Swimming Pool', 'Laundry', 'Salon', 'Aerobics Centre', 'Solar Water Heating', 'Visitors Parking', 'Restaurant', 'Piped Gas']","{'cmr family mall': '1.6 km', 'slg hospitals': '1.9 km', 'mumbai highway': '3 km', 'silver oaks international school': '3.2 km', 'jntu college metro station': '3.6 km', 'jawaharlal nehru tech university': '4.5 km', 'hafizpet railway station': '8.2 km', 'pjr stadium': '9.2 km', 'novotel': '10.4 km', 'international tech park hyderabad': '11.8 km', 'rajiv gandhi international airport': '43.9 km'}"
Unnati Shree Rath Apartments,https://www.99acres.com/unnati-shree-rath-apartments-nizampet-hyderabad-npxid-r271655,₹ 73.71 L - 1.41 Cr,"['3 BHK', 'Apartment', 'Super Built-up Area', '1565 - 1805 sq.ft.', '(145.39 - 167.69 sq.m.)', ""₹ 1.22 - 1.41 Cr'}]""]","{'floors': '23', 'units': '628', 'total project area': '3 acres (12.14k sq.m.)', 'open area': '72 %'}",Unnati BuildtechBuilder,"['Clinic', 'Swimming Pool', 'Laundry', 'Salon', 'Aerobics Centre', 'Solar Water Heating', 'Visitors Parking', 'Restaurant', 'Piped Gas']","{'cmr family mall': '1.6 km', 'slg hospitals': '1.9 km', 'mumbai highway': '3 km', 'silver oaks international school': '3.2 km', 'jntu college metro station': '3.6 km', 'jawaharlal nehru tech university': '4.5 km', 'hafizpet railway station': '8.2 km', 'pjr stadium': '9.2 km', 'novotel': '10.4 km', 'international tech park hyderabad': '11.8 km', 'rajiv gandhi international airport': '43.9 km'}"
ASBL Loft,https://www.99acres.com/asbl-loft-gachibowli-hyderabad-npxid-r414538,₹ 1.58 - 1.74 Cr,"['3 BHK', 'Apartment', 'Carpet Area', '1695 - 1870 sq.ft.', '(157.47 - 173.73 sq.m.)', ""₹ 1.58 - 1.74 Cr'}]""]","{'towers': '2', 'floors': '45', 'units': '894', 'total project area': '4.92 acres (19.91k sq.m.)'}",MagicPropDealer,"['Clinic', 'Swimming Pool', 'Lounge', 'Business Lounge', 'Medical Centre', 'Laundry', 'Conference room', 'Salon', 'ATM']","{'keystone international school': '1.7 km', 'continental hospitals': '2 km', 'university of hyderabad': '7.5 km', 'raidurg': '7.9 km', 'rajiv gandhi international airport': '27.7 km', 'inorbit mall cyberabad': '8.6 km', 'nehru outer ring road': '3.6 km', 'gachibowli stadium': '6.8 km', 'hyderabad golf club': '8.9 km', 'growork - coworking office space': '2.8 km', 'ocean park': '5.9 km', 'hyatt hyderabad gachibowli': '2 km', 'kims hospital': '5.1 km', 'raidurg metro station': '8 kms'}"
Primark Inspira,https://www.99acres.com/primark-inspira-miyapur-hyderabad-npxid-r407293,₹ 85.04 L - 1.63 Cr,"['2 BHK', 'Apartment', 'Super Built-up Area', '1215 - 1240 sq.ft.', '(112.88 - 115.2 sq.m.)', ""₹ 85.04 - 86.79 L'}"", '']","{'towers': '4', 'floors': '17', 'units': '884', 'total project area': '6 acres (24.28k sq.m.)'}",MagicPropDealer,"['Mini Theatre', 'Manicured Garden', 'Infinity Pool', 'Swimming Pool', 'Flower Garden', 'Conference room', 'Volley Ball Court', 'Waiting Lounge', 'Piped Gas']","{'mumbai highway': '1.3 km', 'voxpop international school': '2 km', 'miyapur metro station': '2.4 km', 'srikara hospitals': '3 km', 'hafeezpet railway station': '4.9 km', 'gsm mall & multiplex': '5.1 km', 'jawaharlal nehru tech. university': '5.8 km', 'kohinoor it park': '7 km', 'novotel hyderabad': '9 km', 'gmc balayogi sports complex': '11.3 km', 'emaar mgf boulder hills': '12.6 km', 'rajiv gandhi international airport': '39.3 km'}"
Primark Inspira,https://www.99acres.com/primark-inspira-miyapur-hyderabad-npxid-r407293,₹ 85.04 L - 1.63 Cr,"['3 BHK', 'Apartment', 'Super Built-up Area', '1455 - 2325 sq.ft.', '(135.17 - 216.0 sq.m.)', ""₹ 1.02 - 1.63 Cr'}]""]","{'towers': '4', 'floors': '17', 'units': '884', 'total project area': '6 acres (24.28k sq.m.)'}",MagicPropDealer,"['Mini Theatre', 'Manicured Garden', 'Infinity Pool', 'Swimming Pool', 'Flower Garden', 'Conference room', 'Volley Ball Court', 'Waiting Lounge', 'Piped Gas']","{'mumbai highway': '1.3 km', 'voxpop international school': '2 km', 'miyapur metro station': '2.4 km', 'srikara hospitals': '3 km', 'hafeezpet railway station': '4.9 km', 'gsm mall & multiplex': '5.1 km', 'jawaharlal nehru tech. university': '5.8 km', 'kohinoor it park': '7 km', 'novotel hyderabad': '9 km', 'gmc balayogi sports complex': '11.3 km', 'emaar mgf boulder hills': '12.6 km', 'rajiv gandhi international airport': '39.3 km'}"
Radhey Raaga,https://www.99acres.com/radhey-raaga-kollur-hyderabad-npxid-r387488,₹ 5.9 Cr,"['4 BHK', 'Villa', 'Built-up Area', '4591 sq.ft.', '(426.52 sq.m.)', ""₹ 5.9 Cr'}]""]","{'floors': '3', 'units': '290', 'total project area': '23.9 acres (96.72k sq.m.)'}",Radhey Constructions India Pvt LtdBuilder,"['Swimming Pool', 'Conference room', 'Volley Ball Court', 'Solar Lighting', 'ATM', 'Aerobics Centre', 'Pergola', 'Spa', 'Creche/Day care']","{'the gaudium school': '2.2 km', 'nehru outer ring road': '4.3 km', 'nagalapalli': '4.5 km', 'rm hospital': '11.6 km', 'hotel sitara grand': '13.1 km', 'miyapur central': '15.9 km', 'gitam university': '16.1 km', 'rajiv gandhi international airport': '43.8 km'}"
Aparna Newlands,https://www.99acres.com/aparna-newlands-tellapur-hyderabad-npxid-r421274,₹ 1.3 - 1.74 Cr,"['2 BHK', 'Apartment', 'Super Built-up Area', '1475 sq.ft.', '(137.03 sq.m.)', ""₹ 1.3 Cr'}"", '']","{'towers': '8', 'floors': '41', 'units': '1976', 'total project area': '14 acres (56.66k sq.m.)'}",APARNA CONSTRUCTIONS AND ESTATES PVT LTDBuilder,"['Beach Volley Ball Court', 'Car wash area', 'Swimming Pool', 'Business Lounge', 'Reflexology Park', 'Golf Course', 'Salon', 'ATM', 'Aerobics Centre']","{'birla open minds school': '4.2 km', 'st.xavier’s pg college': '5.1 km', 'aksha hospital': '5.2 km', 'aparna neo mall': '6.3 km', 'lingampally railway station': '7 km', 'nh 65': '8.2 km', 'pjr stadium': '8.2 km', 'supreme trampoline park': '8.4 km', 'sheraton hyderabad hotel': '10 km', 'gutenberg it park': '10.4 km', 'miyapur metro station': '13.8 km', 'rajiv gandhi international airport': '34.9 km'}"
Aparna Newlands,https://www.99acres.com/aparna-newlands-tellapur-hyderabad-npxid-r421274,₹ 1.3 - 1.74 Cr,"['3 BHK', 'Apartment', 'Super Built-up Area', '1690 - 1974 sq.ft.', '(157.01 - 183.39 sq.m.)', ""₹ 1.49 - 1.74 Cr'}]""]","{'towers': '8', 'floors': '41', 'units': '1976', 'total project area': '14 acres (56.66k sq.m.)'}",APARNA CONSTRUCTIONS AND ESTATES PVT LTDBuilder,"['Beach Volley Ball Court', 'Car wash area', 'Swimming Pool', 'Business Lounge', 'Reflexology Park', 'Golf Course', 'Salon', 'ATM', 'Aerobics Centre']","{'birla open minds school': '4.2 km', 'st.xavier’s pg college': '5.1 km', 'aksha hospital': '5.2 km', 'aparna neo mall': '6.3 km', 'lingampally railway station': '7 km', 'nh 65': '8.2 km', 'pjr stadium': '8.2 km', 'supreme trampoline park': '8.4 km', 'sheraton hyderabad hotel': '10 km', 'gutenberg it park': '10.4 km', 'miyapur metro station': '13.8 km', 'rajiv gandhi international airport': '34.9 km'}"
Rubrick Tulip,https://www.99acres.com/rubrick-tulip-tukkuguda-hyderabad-npxid-r406644,₹ 49.57 - 92.34 L,"['2 BHK', 'Apartment', 'Super Built-up Area', '1055 - 1605 sq.ft.', '(98.01 - 149.11 sq.m.)', ""₹ 49.57 - 75.42 L'}"", '']","{'towers': '6', 'floors': '15', 'units': '810', 'total project area': '6.496 acres (26.29k sq.m.)'}",RUBRICK CONSTRUCTIONS PRIVATE LIMITEDBuilder,"['Swimming Pool', 'Theater Home', 'Aerobics Centre', 'Restaurant', 'Water Softener Plant', 'Skating Rink', 'Cafeteria', 'Shopping Centre', 'Library']","{'state highway 5': '1.2 km', 'humming bird cricket stadium': '5.1 km', 'novotel hyderabad airport': '11 km', 'rajiv gandhi international airport': '11.6 km', 'akshara international school': '15.2 km', 'jims hospital': '16.4 km', 'falaknuma railway station': '17.1 km', 'm.v.s.r engineering college': '17.4 km'}"
Rubrick Tulip,https://www.99acres.com/rubrick-tulip-tukkuguda-hyderabad-npxid-r406644,₹ 49.57 - 92.34 L,"['3 BHK', 'Apartment', 'Super Built-up Area', '1560 - 1965 sq.ft.', '(144.93 - 182.55 sq.m.)', ""₹ 73.3 - 92.34 L'}]""]","{'towers': '6', 'floors': '15', 'units': '810', 'total project area': '6.496 acres (26.29k sq.m.)'}",RUBRICK CONSTRUCTIONS PRIVATE LIMITEDBuilder,"['Swimming Pool', 'Theater Home', 'Aerobics Centre', 'Restaurant', 'Water Softener Plant', 'Skating Rink', 'Cafeteria', 'Shopping Centre', 'Library']","{'state highway 5': '1.2 km', 'humming bird cricket stadium': '5.1 km', 'novotel hyderabad airport': '11 km', 'rajiv gandhi international airport': '11.6 km', 'akshara international school': '15.2 km', 'jims hospital': '16.4 km', 'falaknuma railway station': '17.1 km', 'm.v.s.r engineering college': '17.4 km'}"
Visions Arsha,https://www.99acres.com/visions-arsha-tellapur-hyderabad-npxid-r400934,₹ 98.68 L - 1.92 Cr,"['2 BHK', 'Apartment', 'Super Built-up Area', '1390 sq.ft.', '(129.14 sq.m.)', ""₹ 98.68 L'}"", '']","{'towers': '7', 'floors': '28', 'units': '1561', 'total project area': '11 acres (44.52k sq.m.)'}",VISION INFRA DEVELOPERS(INDIA) PVT LTDBuilder,"['Mini Theatre', 'Bus Shelter', 'Foosball', 'Swimming Pool', 'Reading Lounge', 'Salon', 'ATM', 'Restaurant', 'Waiting Lounge']","{'birla open minds international school': '3.6 km', 'telapur railway station': '4 km', 'nehru outer ring road': '6.5 km', 'university of hyderabad': '9.7 km', 'mahaveer it park': '9.8 km', 'aksha hospitals': '5.4 km', 'oakwood residence hotel': '9.8 km', 'the chennai shopping mall': '10.5 km', 'flipside adventure park': '10.5 km', 'rajiv gandhi international airport': '45.5 km'}"
Visions Arsha,https://www.99acres.com/visions-arsha-tellapur-hyderabad-npxid-r400934,₹ 98.68 L - 1.92 Cr,"['3 BHK', 'Apartment', 'Super Built-up Area', '1625 - 2700 sq.ft.', '(150.97 - 250.84 sq.m.)', ""₹ 1.15 - 1.92 Cr'}]""]","{'towers': '7', 'floors': '28', 'units': '1561', 'total project area': '11 acres (44.52k sq.m.)'}",VISION INFRA DEVELOPERS(INDIA) PVT LTDBuilder,"['Mini Theatre', 'Bus Shelter', 'Foosball', 'Swimming Pool', 'Reading Lounge', 'Salon', 'ATM', 'Restaurant', 'Waiting Lounge']","{'birla open minds international school': '3.6 km', 'telapur railway station': '4 km', 'nehru outer ring road': '6.5 km', 'university of hyderabad': '9.7 km', 'mahaveer it park': '9.8 km', 'aksha hospitals': '5.4 km', 'oakwood residence hotel': '9.8 km', 'the chennai shopping mall': '10.5 km', 'flipside adventure park': '10.5 km', 'rajiv gandhi international airport': '45.5 km'}"
The Regent by Auro Realty,https://www.99acres.com/the-regent-by-auro-realty-kondapur-hyderabad-npxid-r383331,₹ 1.5 - 2.31 Cr,"['3 BHK', 'Apartment', 'Super Built-up Area', '1497 - 2191 sq.ft.', '(139.08 - 203.55 sq.m.)', ""₹ 1.5 - 2.31 Cr'}]""]","{'towers': '9', 'floors': '39', 'total project area': '10.38 acres (42.01k sq.m.)'}",AURO REALTY PRIVATE LIMITEDBuilder,"['Mini Theatre', 'Beach Volley Ball Court', 'Air Hockey', 'Swimming Pool', 'Conference room', 'Waiting Lounge', 'Creche/Day care', 'Skating Rink', 'Grocery Shop']","{'supreme trampoline park': '1.1 km', 'mumbai hwy': '1.2 km', 'university of hyderabad': '2.2 km', 'lingampalli rlwy station': '4.3 km', 'pjr stadium': '4.8 km', 'sarath city capital mall': '5.2 km', 'st.peters public school': '5.5 km', 'the business park by pranava group': '6.3 km', 'pranaam hospitals': '6.9 km', 'emaar mgf boulder hills': '7.5 km', 'hitec city metro': '8.4 km', 'trident hotel hyderabad': '8.9 km', 'begumpet airport': '21.3 km'}"
Sampada Central Residency,https://www.99acres.com/sampada-central-residency-ibrahimpatnam-hyderabad-npxid-r415216,₹ 30.24 L - 1.13 Cr,"['Land', '', 'Plot Area', '1512 - 5634 sq.ft.', '(140.47 - 523.42 sq.m.)', ""₹ 30.24 L - 1.13 Cr'}]""]","{'units': '386', 'total project area': '35 acres (141.64k sq.m.)'}",Sampada ProjectsBuilder,"['Swimming Pool', 'Conference room', 'Spa', 'Cafeteria', 'Banquet Hall', 'Vastu Compliant', 'Multipurpose Hall', 'Yoga/Meditation Area', 'Indoor Games']","{'hyderabad composites cluster park': '1.6 km', 'guru nanak college': '3.5 km', 'sree dattha institute': '5.4 km', 'sri indu college': '8.4 km', 'hmda  ancon logistics park': '9.4 km', 'narayana iit academy': '10.4 km', 'tata consultancy services': '13.4 km', 'wonderla': '17.6 km', 'district collectorate': '19.1 km', 'foxconn manufacturing facility': '19.4 km', 'tukkuguda sezs': '23.3 km', 'nh 65': '24.6 km', 'rajiv gandhi international airport': '32 km', 'jims hospital': '42.5 km', 'timmapur railway station': '46.6 km'}"
Aliens Space Station,https://www.99acres.com/aliens-space-station-tellapur-road-hyderabad-npxid-r178,₹ 1.2 - 5.6 Cr,"['2 BHK', 'Apartment', 'Super Built-up Area', '1254 sq.ft.', '(116.5 sq.m.)', ""Price on Request'}"", '']","{'towers': '83', 'floors': '30', 'units': '2200', 'open area': '80 %'}",Aliens Developers Pvt LtdBuilder,"['Mini Theatre', 'Swimming Pool', 'Golf Course', 'ATM', 'Barbecue', 'Restaurant', 'Sauna', 'Spa', 'Creche/Day care']","{'sadhana infinity international school': '4 km', 'telapur railway station': '4.1 km', 'meil leaf golf course': '6.1 km', 'nehru outer ring road': '6.9 km', 'university of hyderabad': '8 km', 'sheraton hyderabad hotel': '8.6 km', 'gsm mall & multiplex': '9 km', 'healix hospital': '9.4 km', 'gachibowli stadium': '11.5 km', 'ascendas it park': '11.9 km', 'ocean park': '12.6 km', 'miyapur metro station': '13 km', 'begumpet airport': '25.3 km'}"
Aliens Space Station,https://www.99acres.com/aliens-space-station-tellapur-road-hyderabad-npxid-r178,₹ 1.2 - 5.6 Cr,"['3 BHK', 'Apartment', 'Super Built-up Area', '1432 - 2208 sq.ft.', '(133.04 - 205.13 sq.m.)', ""₹ 1.2 - 1.91 Cr'}"", '']","{'towers': '83', 'floors': '30', 'units': '2200', 'open area': '80 %'}",Aliens Developers Pvt LtdBuilder,"['Mini Theatre', 'Swimming Pool', 'Golf Course', 'ATM', 'Barbecue', 'Restaurant', 'Sauna', 'Spa', 'Creche/Day care']","{'sadhana infinity international school': '4 km', 'telapur railway station': '4.1 km', 'meil leaf golf course': '6.1 km', 'nehru outer ring road': '6.9 km', 'university of hyderabad': '8 km', 'sheraton hyderabad hotel': '8.6 km', 'gsm mall & multiplex': '9 km', 'healix hospital': '9.4 km', 'gachibowli stadium': '11.5 km', 'ascendas it park': '11.9 km', 'ocean park': '12.6 km', 'miyapur metro station': '13 km', 'begumpet airport': '25.3 km'}"
Aliens Space Station,https://www.99acres.com/aliens-space-station-tellapur-road-hyderabad-npxid-r178,₹ 1.2 - 5.6 Cr,"['4 BHK', 'Apartment', 'Super Built-up Area', '3569 sq.ft.', '(331.57 sq.m.)', ""₹ 3 Cr'}"", '']","{'towers': '83', 'floors': '30', 'units': '2200', 'open area': '80 %'}",Aliens Developers Pvt LtdBuilder,"['Mini Theatre', 'Swimming Pool', 'Golf Course', 'ATM', 'Barbecue', 'Restaurant', 'Sauna', 'Spa', 'Creche/Day care']","{'sadhana infinity international school': '4 km', 'telapur railway station': '4.1 km', 'meil leaf golf course': '6.1 km', 'nehru outer ring road': '6.9 km', 'university of hyderabad': '8 km', 'sheraton hyderabad hotel': '8.6 km', 'gsm mall & multiplex': '9 km', 'healix hospital': '9.4 km', 'gachibowli stadium': '11.5 km', 'ascendas it park': '11.9 km', 'ocean park': '12.6 km', 'miyapur metro station': '13 km', 'begumpet airport': '25.3 km'}"
Aliens Space Station,https://www.99acres.com/aliens-space-station-tellapur-road-hyderabad-npxid-r178,₹ 1.2 - 5.6 Cr,"['5 BHK', 'Apartment', 'Super Built-up Area', '4945 - 7674 sq.ft.', '(459.41 - 712.94 sq.m.)', ""₹ 3.87 - 5.6 Cr'}]""]","{'towers': '83', 'floors': '30', 'units': '2200', 'open area': '80 %'}",Aliens Developers Pvt LtdBuilder,"['Mini Theatre', 'Swimming Pool', 'Golf Course', 'ATM', 'Barbecue', 'Restaurant', 'Sauna', 'Spa', 'Creche/Day care']","{'sadhana infinity international school': '4 km', 'telapur railway station': '4.1 km', 'meil leaf golf course': '6.1 km', 'nehru outer ring road': '6.9 km', 'university of hyderabad': '8 km', 'sheraton hyderabad hotel': '8.6 km', 'gsm mall & multiplex': '9 km', 'healix hospital': '9.4 km', 'gachibowli stadium': '11.5 km', 'ascendas it park': '11.9 km', 'ocean park': '12.6 km', 'miyapur metro station': '13 km', 'begumpet airport': '25.3 km'}"
