property_name,link,price,configuration,specifications,seller,facilities,advantages
Vishal Sanjivini,https://www.99acres.com/vishal-sanjivini-tukkuguda-hyderabad-npxid-r5868,₹ 3.33 - 5.12 Cr,"[{'config_band_label': '4 BHK', 'config_band_heading': 'Villa', 'area_type_style': 'Built-up Area', 'area_sub_heading_one': '3212 - 4738 sq.ft.', 'area_sub_heading_two': '(298.4 - 440.17 sq.m.)', 'price_heading': '₹ 3.33 - 5.12 Cr'}]",Floors|3|Units|338|Total Project Area|34 acres (137.59K sq.m.),VISHAL PROJECTS PRIVATE LIMITEDBuilder,"['Swimming Pool', 'Conference room', 'Solar Lighting', 'RO System', 'ATM', 'Aerobics Centre', 'Solar Water Heating', 'Visitors Parking', 'Restaurant']","{'State Highway 5': '1.8 Km', 'Northstar Airport Boulevard Commercial': '4.8 Km', 'VelocIITy International School': '5.1 Km', 'Wonderla Partner Cyber Holidays': '5.3 Km', 'Narayana Senior College': '7.6 Km', 'Humming Bird Cricket Stadium': '8.1 Km', 'BTR Golf Course': '9.2 Km', 'Novotel Hyderabad Airport': '11.9 Km', 'Rajiv Gandhi International Airport': '12.4 Km', 'JIMS Hospital': '17.4 Km', 'Jukal Railway Station': '23.7 Km'}"
Divine Space,https://www.99acres.com/divine-space-tellapur-hyderabad-npxid-r407396,₹ 82.4 L - 1.47 Cr,"[{'config_band_label': '2 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1230 sq.ft.', 'area_sub_heading_two': '(114.27 sq.m.)', 'price_heading': '₹ 82.4 L'}, {'config_band_label': '3 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1360 - 2195 sq.ft.', 'area_sub_heading_two': '(126.35 - 203.92 sq.m.)', 'price_heading': '₹ 91.11 L - 1.47 Cr'}]",Floors|12,DIVINE HOMESBuilder,"['Mini Theatre', 'Swimming Pool', 'Lounge', 'Salon', 'ATM', 'Pergola', 'Sauna', 'Spa', 'Creche/Day care']","{'ORR Access': '5 min', 'Velimela': '10 min', 'RGI Airport': '40 min', 'Nagulapalli MMTS St.': '8 min', 'Tellapur': '14 min', 'Kokapet': '20 min', 'Financial District': '20 min', 'Muthangi Junction': '20 min', 'Hi-Tech City': '32 min', 'Kondapur': '30 min'}"
SMR Vinay Casa Carino,https://www.99acres.com/smr-vinay-casa-carino-bandlaguda-jagir-hyderabad-npxid-r315197,₹ 7.02 - 9.16 Cr,"[{'config_band_label': '5 BHK', 'config_band_heading': 'Villa', 'area_type_style': 'Built-up Area', 'area_sub_heading_one': '3901 - 5091 sq.ft.', 'area_sub_heading_two': '(362.41 - 472.97 sq.m.)', 'price_heading': '₹ 7.02 - 9.16 Cr'}]",Floors|3|Units|218|Total Project Area|31.65 acres (128.08K sq.m.),SMR BUILDERS PRIVATE LIMITEDBuilder,"['Infinity Pool', 'Swimming Pool', 'Theater Home', 'Business Lounge', 'Changing Area', 'Aerobics Centre', 'Visitors Parking', 'Pergola', 'Water Softener Plant']","{'Crayons Hospital': '0.5 Km', 'HP Petrol Bunk': '1 Km', 'Reliance Smart': '1.2 Km', 'Rishitha Hospital': '1.2 Km', 'Westin College Of Hotel Management': '2.3 Km', 'Vishal Mega Mart': '2.2 Km', 'Narayana College': '0.04 Km', 'SSV Talent High School': '0.85 Km', 'Shine India School': '0.95 Km', 'Shadan Hospital': '2.3 Km', 'T.I.M.E. School': '1.4 Km', 'BK Cricket Academy': '2.2 Km', 'Glendale Academy International': '2.5 Km', 'S.M.P Model High School': '2.7 Km'}"
Jade One,https://www.99acres.com/jade-one-kompally-hyderabad-npxid-r415890,₹ 68.64 L - 1.03 Cr,"[{'config_band_label': '3 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1373 - 2061 sq.ft.', 'area_sub_heading_two': '(127.56 - 191.47 sq.m.)', 'price_heading': '₹ 68.64 L - 1.03 Cr'}]",Towers|1|Floors|5|Units|45|Total Project Area|0.677839714 acres (2.74K sq.m.)|Open Area|80 %,BRILLIUS PRIVATE LIMITEDDealer,"['Gazebo', 'Amphitheatre', 'Yoga/Meditation Area', 'Jogging Track', '24/7 Power Backup', ""Children's Play Area"", 'Lift(s)', 'Senior Citizen Sitout']","{'DRS International School': '4.3 km', 'Rush Hospital': '1.7 km', 'Reliance SMART Bazaar': '18.2 km', 'Begumpet': '15.2 km', 'Bharatnagar': '14.1 km', 'Kandlakoya  IT Park': '7.3 km', 'Docca Stadium': '9.3 km', 'Bison EPT Area': '7.3 km', 'Shree Convention': '1 km', 'NH 44': '2.1 km', 'Cine Planet': '2.4 km', 'D-Mart': '3.6 km', 'Ashoka A La Maison': '1.6 km', 'Aparna Kanopy Tulip': '5.9 km'}"
Aparna Sarovar Zicon,https://www.99acres.com/aparna-sarovar-zicon-nallagandla-hyderabad-npxid-r375918,₹ 1.35 - 3.2 Cr,"[{'config_band_label': '2 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1215 - 1909.95 sq.ft.', 'area_sub_heading_two': '(112.88 - 177.44 sq.m.)', 'price_heading': '₹ 1.35 - 2.12 Cr'}, {'config_band_label': '3 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1309.97 - 2575.05 sq.ft.', 'area_sub_heading_two': '(121.7 - 239.23 sq.m.)', 'price_heading': '₹ 1.46 - 2.87 Cr'}, {'config_band_label': '4 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1529.98 - 2875 sq.ft.', 'area_sub_heading_two': '(142.14 - 267.1 sq.m.)', 'price_heading': '₹ 1.7 - 3.2 Cr'}]",Towers|14|Floors|26|Units|3024|Total Project Area|25.5 acres (103.19K sq.m.)|Open Area|80 %,APARNA CONSTRUCTIONS AND ESTATES PVT LTDBuilder,"['Swimming Pool', 'Theater Home', 'Football', 'Business Lounge', 'Volley Ball Court', 'Aerobics Centre', 'Restaurant', 'High Speed Elevators', 'Piped Gas']","{'Citizens Specialty Hospital': '1 Km', 'Manthan International School': '2.6 Km', 'Lingampally Railway Station': '4.6 Km', 'Mumbai Highway': '5.4 Km', 'University of Hyderabad': '6.5 Km', 'Sarath City Capital Mall': '9.4 Km', 'Miyapur Metro Station': '11.7 Km', 'Ocean Park': '12.6 Km', 'International Tech Park': '13.3 Km', 'Begumpet Airport': '24.3 Km', 'Nallagandla Road': '850 Mtr'}"
Aparna Serenity,https://www.99acres.com/aparna-serenity-kompally-hyderabad-npxid-r372608,₹ 1 - 2.05 Cr,"[{'config_band_label': '2 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1335 sq.ft.', 'area_sub_heading_two': '(124.03 sq.m.)', 'price_heading': '₹ 1 Cr'}, {'config_band_label': '3 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1465 - 2230 sq.ft.', 'area_sub_heading_two': '(136.1 - 207.17 sq.m.)', 'price_heading': '₹ 1.1 - 1.67 Cr'}, {'config_band_label': '4 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '2630 - 2730 sq.ft.', 'area_sub_heading_two': '(244.33 - 253.63 sq.m.)', 'price_heading': '₹ 1.97 - 2.05 Cr'}]",Towers|22|Floors|9|Units|1499|Total Project Area|22.45 acres (90.85K sq.m.),APARNA CONSTRUCTIONS AND ESTATES PVT LTDBuilder,"['Air Hockey', 'Foosball', 'Car wash area', 'Swimming Pool', 'Business Lounge', 'Medical Centre', 'Conference room', 'ATM', 'Aerobics Centre']","{'National Highway 44': '1.2 Km', 'Renova Hospitals': '1.3 Km', 'KLM Fashion Mall': '2.9 Km', 'Sadhu Vaswani International School': '4.1 Km', 'Ramakrishnapuram Gate Railway Station': '9.5 Km', 'Malla Reddy University': '10.4 Km', 'Paradise Metro Station': '10.8 Km', 'Begumpet Airport': '12.8 Km', 'Thrill City': '13.3 Km', 'International Tech Park': '23.3 Km'}"
Cybercity Westbrook,https://www.99acres.com/cybercity-westbrook-kokapet-hyderabad-npxid-r374132,₹ 98.89 L - 2.21 Cr,"[{'config_band_label': '2 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1075 - 1210 sq.ft.', 'area_sub_heading_two': '(99.87 - 112.41 sq.m.)', 'price_heading': '₹ 98.89 L - 1.11 Cr'}, {'config_band_label': '3 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1470 - 2210 sq.ft.', 'area_sub_heading_two': '(136.57 - 205.32 sq.m.)', 'price_heading': '₹ 1.35 - 2.03 Cr'}, {'config_band_label': '4 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '2400 sq.ft.', 'area_sub_heading_two': '(222.97 sq.m.)', 'price_heading': '₹ 2.21 Cr'}]",Units|1102,Cybercity Builders And Developers Pvt LtdBuilder,"['Salon', 'Barbecue', 'Terrace Garden', 'Spa', 'Creche/Day care', 'Grocery Shop', 'Squash Court', 'Cafeteria', 'Shopping Centre']","{'Poojitha Tech Park': '300 m', 'Nehru Outer Ring Road': '1.6 Km', 'Hyatt Hyderabad Gachibowli': '3 Km', 'Phoenix Greens School\xa0': '4 Km', 'Ocean Park': '4.9 Km', 'Gachibowli Stadium': '6.5 Km', 'University of Hyderabad': '8 Km', 'CARE Hospitals, HITEC City': '8.7 Km', 'Raidurg Metro Station': '8.8 Km', 'Inorbit Mall Cyberabad': '9.9 Km', 'Telapur Railway Station': '12.8 Km', 'Hyderabad Golf Club': '14 Km', 'Begumpet Airport': '22.4 Km'}"
Bricks Cyberwoods,https://www.99acres.com/bricks-cyberwoods-osman-nagar-hyderabad-npxid-r385283,₹ 94.08 L - 1.85 Cr,"[{'config_band_label': '2 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Carpet Area', 'area_sub_heading_one': '1344.95 - 1425.03 sq.ft.', 'area_sub_heading_two': '(124.95 - 132.39 sq.m.)', 'price_heading': '₹ 94.08 L - 1 Cr'}, {'config_band_label': '3 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Carpet Area', 'area_sub_heading_one': '1550 sq.ft.', 'area_sub_heading_two': '(144.0 sq.m.)', 'price_heading': '₹ 1.09 Cr'}, {'config_band_label': '4 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Carpet Area', 'area_sub_heading_one': '2639.96 sq.ft.', 'area_sub_heading_two': '(245.26 sq.m.)', 'price_heading': '₹ 1.85 Cr'}]",Towers|2|Floors|16|Units|300|Total Project Area|2.6 acres (10.52K sq.m.),Bricks Ramabhupal Projects LLPBuilder,"['Squash Court', 'Cricket Pitch', 'Lawn Tennis Court', 'Community Hall', 'Basketball Court', 'Badminton Court', 'Indoor Games', 'Sewage Treatment Plant', 'Rain Water Harvesting']","{'Osman Nagar Lake': '1.3km', 'Birla Open Minds Intl School': '1.7km', 'Aliens Commercial Block': '3km', 'Citizens Hospital': '7km', 'Stadium Complex': '7.4km', 'Lingampalli': '8.1km', 'University of Hyderabad': '10.7km', 'Atrium Mall': '15km'}"
MPM SS Pinnacle,https://www.99acres.com/mpm-ss-pinnacle-ameerpet-hyderabad-npxid-r384674,₹ 1.09 - 1.38 Cr,"[{'config_band_label': '2 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1206 - 1365 sq.ft.', 'area_sub_heading_two': '(112.04 - 126.81 sq.m.)', 'price_heading': '₹ 1.09 - 1.23 Cr'}, {'config_band_label': '3 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1369 - 1530 sq.ft.', 'area_sub_heading_two': '(127.18 - 142.14 sq.m.)', 'price_heading': '₹ 1.23 - 1.38 Cr'}]",Towers|1|Floors|14|Units|70,MPM VENTURES PRIVATE LIMITEDBuilder,"['Vastu Compliant', 'Multipurpose Hall', 'CCTV Camera Security', 'Gymnasium', 'Lift(s)', 'Car Parking']","{'Sri Chaitanya School': '600 m', 'Shobhit University': '2.2 km', 'Narmada College': '600 m', 'Susheela Hospital': '1.3 km', 'Radisson Blu Plaza Hotel': '4.6 km', 'Mint Leaf Restaurant': '2.2 km', 'Ameerpet MCH Stadium': '1.9 km', 'Frinds Street Park': '1 km', 'Ameerpet Metro station': '400 m', 'Begumpet Airport': '4.4 km', 'Jalavihar WaterPark': '7.5 km', 'Touch Wood Banquet Hall': '1.6 km', 'DTDC - Ameerpet': '1.2 km', 'The Chennai Shopping Mall': '750 m', 'Corporate Technologies': '900 m'}"
ASBL Spire,https://www.99acres.com/asbl-spire-kokapet-hyderabad-npxid-r371092,₹ 1.9 - 2.12 Cr,"[{'config_band_label': '3 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1905 - 2120 sq.ft.', 'area_sub_heading_two': '(176.98 - 196.95 sq.m.)', 'price_heading': '₹ 1.9 - 2.12 Cr'}]",Towers|1|Floors|36|Units|394|Total Project Area|2.85 acres (11.53K sq.m.)|Open Area|78 %,ASHOKA BUILDERS INDIA PRIVATE LIMITEDBuilder,"['Swimming Pool', 'Lounge', 'Piped Gas', 'Water Softener Plant', 'Theatre', 'Gazebo', 'Banquet Hall', 'Sun Deck', 'Amphitheatre']","{'GAR IT Park': '1 min', 'Kokapet SEZ': '3 min', 'Wipro Circle': '5 min', 'Gachibowli': '10 min', 'IKEA': '12 min', 'Raheja Mindspace': '12 min', 'RGI International Airport': '25 min'}"
Aakriti Miro,https://www.99acres.com/aakriti-miro-nallagandla-hyderabad-npxid-r270301,₹ 89.51 L - 1.73 Cr,"[{'config_band_label': '2 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1119 - 1400 sq.ft.', 'area_sub_heading_two': '(103.96 - 130.06 sq.m.)', 'price_heading': '₹ 89.51 L - 1.12 Cr'}, {'config_band_label': '3 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1303 - 2162 sq.ft.', 'area_sub_heading_two': '(121.05 - 200.86 sq.m.)', 'price_heading': '₹ 1.04 - 1.73 Cr'}]",Towers|4|Floors|14|Units|404|Total Project Area|4 acres (16.19K sq.m.)|Open Area|80 %,Aakriti Constructions & Developers Pvt LtdBuilder,"['Swimming Pool', 'Solar Lighting', 'RO System', 'Aerobics Centre', 'Visitors Parking', 'Skating Rink', 'Grocery Shop', 'Squash Court', 'Pool Table']","{'Aksha Hospitals': '2.6 Km', 'Sadhana Infinity International School': '2.8 Km', 'Lingampally Railway Station': '5 Km', 'University of Hyderabad': '6.9 Km', 'Hyatt Hyderabad Gachibowli': '8.3 Km', 'Nehru Outer Ring Road': '9.5 Km', 'Sarath City Capital Mall': '9.8 Km', 'Gachibowli Stadium': '10.7 Km', 'Ocean Park': '12 Km', 'Raidurg Metro Station': '13.3 Km', 'Silver Oak Kala Jyothi Golf Course': '13.8 Km', 'Ascendas IT Park': '14 Km', 'Begumpet Airport': '26 Km'}"
Suvela Projects Khairatabad,https://www.99acres.com/suvela-projects-khairatabad-khairatabad-hyderabad-npxid-r396015,₹ 1.8 - 1.88 Cr,"[{'config_band_label': '3 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1718 - 1792 sq.ft.', 'area_sub_heading_two': '(159.61 - 166.48 sq.m.)', 'price_heading': '₹ 1.8 - 1.88 Cr'}]",Total Project Area|0.17624 acres (713.22K sq.m.),SUVELA PROJECTS PRIVATE LIMITEDBuilder,"['CCTV Camera Security', 'Rain Water Harvesting', '24/7 Power Backup', 'Gated Community', '24/7 Water Supply', 'Landscape Garden', 'Lift(s)', 'Car Parking', 'InterCom']",{}
Swathi New Kondapur Township,https://www.99acres.com/swathi-new-kondapur-township-sangareddy-hyderabad-npxid-r396843,₹ 23.51 - 44.46 L,"[{'config_band_label': 'Land', 'config_band_heading': '', 'area_type_style': 'Plot Area', 'area_sub_heading_one': '1323 - 2502 sq.ft.', 'area_sub_heading_two': '(122.91 - 232.44 sq.m.)', 'price_heading': '₹ 23.51 - 44.46 L'}]",Units|233|Total Project Area|19.4 acres (78.51K sq.m.),SWATHI PROMOTERSBuilder,"['Beach Volley Ball Court', 'Volley Ball Court', 'Lawn Tennis Court', 'Party Lawn', 'Entrance Lobby', 'Yoga/Meditation Area', '24/7 Water Supply', 'Landscape Garden', ""Children's Play Area""]","{'Pepsi co': '10 minutes', 'MRF': '15 minutes', 'IIT': '20 minutes', 'GITAM University': '20 minutes', 'ORR': '25 minutes'}"
Lalitha Majestic,https://www.99acres.com/lalitha-majestic-chandanagar-hyderabad-npxid-r400602,₹ 66.64 - 84.84 L,"[{'config_band_label': '2 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1190 - 1215 sq.ft.', 'area_sub_heading_two': '(110.55 - 112.88 sq.m.)', 'price_heading': '₹ 66.64 - 68.04 L'}, {'config_band_label': '3 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1445 - 1515 sq.ft.', 'area_sub_heading_two': '(134.24 - 140.75 sq.m.)', 'price_heading': '₹ 80.92 - 84.84 L'}]",Towers|1|Floors|5|Units|89|Total Project Area|0.85 acres (3.44K sq.m.),Lalitha Constructions and DevelopersBuilder,"['Multipurpose Hall', 'CCTV Camera Security', '24/7 Power Backup', 'Landscape Garden', ""Children's Play Area"", 'Lift(s)', 'Car Parking']","{'Delhi Public Sec School': '5.1Km', 'Pragati College': '2.9Km', 'GSM Mall': '5.1Km', 'PRK Hospitals': '3.7Km', 'Mumbai Highway': '3.1Km', 'Miyapur Metro Station': '8.6Km', 'Chandanagar Railway Station': '5.3Km', 'Begumpet Airport': '23.1Km'}"
Praneeth Pranav Daffodils,https://www.99acres.com/praneeth-pranav-daffodils-mallampet-hyderabad-npxid-r387229,₹ 55.89 L - 1.02 Cr,"[{'config_band_label': '2 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1096 - 1605 sq.ft.', 'area_sub_heading_two': '(101.82 - 149.11 sq.m.)', 'price_heading': '₹ 55.89 - 81.84 L'}, {'config_band_label': '3 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1386 - 2009 sq.ft.', 'area_sub_heading_two': '(128.76 - 186.64 sq.m.)', 'price_heading': '₹ 70.67 L - 1.02 Cr'}]",Towers|3|Floors|5|Units|231|Total Project Area|3.83 acres (15.5K sq.m.),PRANEETH GROUPBuilder,"['Power Back up Lift', 'Badminton Court', 'Sewage Treatment Plant', 'Rain Water Harvesting', '24x7 Security', 'Club House', 'Gated Community', '24/7 Water Supply', 'Landscape Garden']","{'Oakridge International School': '2.4 Km', 'SLG Hospitals': '4.8 Km', 'Hyderabad - Narsapur Road': '6.4 Km', 'Sriven Mall': '9.2 Km', 'Malla Reddy University': '9.7 Km', 'Miyapur Metro Station': '10.1 Km', 'International Tech Park': '18.5 Km', 'Begumpet Railway Station': '20.3 Km', 'Begumpet Airport': '21.9 Km'}"
Samruddhi Kalpavrusksha Farm Plots,https://www.99acres.com/samruddhi-kalpavrusksha-farm-plots-shad-nagar-hyderabad-npxid-r422153,₹ 16.94 - 35.36 L,"[{'config_band_label': 'Land', 'config_band_heading': '', 'area_type_style': 'Plot Area', 'area_sub_heading_one': '2178 - 4545 sq.ft.', 'area_sub_heading_two': '(202.34 - 422.24 sq.m.)', 'price_heading': '₹ 16.94 - 35.36 L'}]",Units|97,Samrudhi DevelopersBuilder,"['Vastu Compliant', 'CCTV Camera Security', '24x7 Security', '24/7 Power Backup', 'Gated Community', 'Internal Street Lights']","{'Microsoft data center': '10 min', 'NH 44': '10 min', 'Symbiosis University': '12 min', 'Heritage Valley Residential School': '15 min', 'Jims Hospital': '25 min', 'Rajiv Gandhi International Airport': '30 min', 'ORR Junction exit 16': '25 min'}"
SMR Vinay Iconia,https://www.99acres.com/smr-vinay-iconia-kondapur-hyderabad-npxid-r222447,₹ 1.18 - 2.53 Cr,"[{'config_band_label': '2 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1360 - 1580 sq.ft.', 'area_sub_heading_two': '(126.35 - 146.79 sq.m.)', 'price_heading': '₹ 1.18 - 1.37 Cr'}, {'config_band_label': '3 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '1580 - 2595 sq.ft.', 'area_sub_heading_two': '(146.79 - 241.08 sq.m.)', 'price_heading': '₹ 1.37 - 2.24 Cr'}, {'config_band_label': '4 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Super Built-up Area', 'area_sub_heading_one': '2465 - 2925 sq.ft.', 'area_sub_heading_two': '(229.01 - 271.74 sq.m.)', 'price_heading': '₹ 2.13 - 2.53 Cr'}]",Towers|11|Floors|35|Units|2400|Total Project Area|22 acres (89.03K sq.m.)|Open Area|75 %,S SathishDealer,"['Swimming Pool', 'Theater Home', 'Conference room', 'Salon', 'ATM', 'Aerobics Centre', 'Card Room', 'Solar Water Heating', 'Visitors Parking']","{'University of Hyderabad': '1.2 Km', 'UoH Stadium\xa0': '2.2 Km', 'Sancta Maria International School': '2.6 Km', 'Sarath City Capital Mall': '3.7 Km', 'Chandanagar Railway Station': '4.1 Km', 'Ellaa Hotel': '5.1 Km', 'Pranaam Hospitals': '5.5 Km', 'Mumbai Highway': '3.6 Km', 'Miyapur Metro Station': '7.6 Km', 'Silver Oak Kala Jyothi Golf Course': '7.7 Km', 'Ocean Park': '14 Km', 'Rajiv Gandhi International Airport': '35.2 Km'}"
Sree NPM Kings Grove,https://www.99acres.com/sree-npm-kings-grove-shankarpally-hyderabad-npxid-r421878,₹ 57.13 L - 3.24 Cr,"[{'config_band_label': 'Land', 'config_band_heading': '', 'area_type_style': 'Plot Area', 'area_sub_heading_one': '3429 - 19476 sq.ft.', 'area_sub_heading_two': '(318.56 - 1,809.38 sq.m.)', 'price_heading': '₹ 57.13 L - 3.24 Cr'}]",Units|30|Total Project Area|6.5 acres (26.3K sq.m.),Sree Paadha projectsBuilder,"['Gazebo', 'Cricket Pitch', '24x7 Security', 'Landscape Garden', ""Children's Play Area"", 'Car Parking', 'Open Space']",{}
Urbanrise The World of Joy,https://www.99acres.com/urbanrise-the-world-of-joy-miyapur-hyderabad-npxid-r413358,₹ 86.65 L - 1.52 Cr,"[{'config_band_label': '2 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Carpet Area', 'area_sub_heading_one': '1348 sq.ft.', 'area_sub_heading_two': '(125.23 sq.m.)', 'price_heading': '₹ 87.62 L'}, {'config_band_label': '3 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Carpet Area', 'area_sub_heading_one': '1333 - 1839 sq.ft.', 'area_sub_heading_two': '(123.84 - 170.85 sq.m.)', 'price_heading': '₹ 86.65 L - 1.2 Cr'}, {'config_band_label': '4 BHK', 'config_band_heading': 'Apartment', 'area_type_style': 'Carpet Area', 'area_sub_heading_one': '2309 - 2339 sq.ft.', 'area_sub_heading_two': '(214.51 - 217.3 sq.m.)', 'price_heading': '₹ 1.5 - 1.52 Cr'}]",Towers|5|Floors|42|Units|1123|Total Project Area|10.67 acres (43.18K sq.m.),Lorven Corporate Private limitedRERA Registered Dealer,"['Infinity Pool', 'Barbecue', 'Amphitheatre', 'Basketball Court', 'Multipurpose Hall', '24x7 Security', 'Club House', 'Gated Community', 'Gymnasium']","{'Surya the Global School': '1.9 km', 'SLG Hospitals': '2.9 km', 'GSM Mall & Multiplex': '5.5 Km', 'University of Hyderabad': '12.3 Km', 'Trident Hotel Hyderabad': '13.9 Km', 'Gachibowli Stadium': '14 Km', 'NH 65': '15.3 Km', 'Nagalapalli rlwy Station': '18.4 Km', 'Panjagutta Metro Station': '19.2 Km', 'Hyderabad Golf Club': '20.6 Km', 'Gagan Vihar Office': '24 Km', 'Jalavihar Water Park': '24.7 Km', 'Rajiv Gandhi Int. Airport': '45.8 Km'}"
