property_name,seller,facilities,advantages,column0,column1,column2,column3,column4,column5,floors,units,total project area,towers,open area,address
Vasavi Anandanilayam,VASAVI INFRACON LLPBuilder,22,8.27,2,Apartment,Super Built-up Area,1336,(123.56 - 124.68 sq.m.),0.98865,33,3576,29.36,11,72%,"Saroor nagar,hyderabad"
Vasavi Anandanilayam,VASAVI INFRACON LLPBuilder,22,8.27,3,Apartment,Super Built-up Area,2103.5,(153.48 - 237.37 sq.m.),1.555,33,3576,29.36,11,72%,"Saroor nagar,hyderabad"
Vasavi Anandanilayam,VASAVI INFRACON LLPBuilder,22,8.27,4,Apartment,Super Built-up Area,4079,(378.95 sq.m.),3.02,33,3576,29.36,11,72%,"Saroor nagar,hyderabad"
Prestige Clairemont,MagicPropDealer,20,10.93636364,3,Apartment,Carpet Area,1280.5,(184.69 - 273.5 sq.m.),2.495,39,928,7.56,4,,"kokapet,hyderabad"
Prestige Clairemont,MagicPropDealer,20,10.93636364,4,Apartment,Carpet Area,1937.5,(325.16 - 377.18 sq.m.),3.825,39,928,7.56,4,,"kokapet,hyderabad"
Sukhii Ubuntu,SUKHII GROUPBuilder,22,10.32307692,3,Apartment,Super Built-up Area,1702.5,(139.35 - 176.98 sq.m.),1.5,36,865,5.25,3,,"puppalaguda,hyderabad"
Sukhii Ubuntu,SUKHII GROUPBuilder,22,10.32307692,4,Apartment,Super Built-up Area,2230,(207.17 sq.m.),1.96,36,865,5.25,3,,"puppalaguda,hyderabad"
The Bodhivriksha,Shanta Sriram Constructions Pvt. Ltd.Builder,22,6.975,2,Apartment,Super Built-up Area,1159.5,(101.26 - 114.18 sq.m.),0.83485,8,772,11.6,3,,"Appa junction,hyderabad"
The Bodhivriksha,Shanta Sriram Constructions Pvt. Ltd.Builder,22,6.975,3,Apartment,Super Built-up Area,1554.5,(120.22 - 168.62 sq.m.),1.12085,8,772,11.6,3,,"Appa junction,hyderabad"
Hallmark Treasor,Hallmark BuildersBuilder,20,10.85384615,3,Apartment,Super Built-up Area,3422.5,(163.97 - 471.95 sq.m.),3.08,30,526,4.62,1,70%,"kokapet,hyderabad"
Hallmark Treasor,Hallmark BuildersBuilder,20,10.85384615,4,Apartment,Super Built-up Area,3805,(327.95 - 379.04 sq.m.),3.425,30,526,4.62,1,70%,"kokapet,hyderabad"
Venkatadri Vajra S Abode,VENKATADRI DEVELOPERS PRIVATE LIMITEDBuilder,11,6.861538462,2,Apartment,Super Built-up Area,1245.5,(110.65 - 120.77 sq.m.),,10,406,4.44,4,,"kukatpally,hyderabad"
Venkatadri Vajra S Abode,VENKATADRI DEVELOPERS PRIVATE LIMITEDBuilder,11,6.861538462,3,Apartment,Super Built-up Area,1588,(134.34 - 160.72 sq.m.),,10,406,4.44,4,,"kukatpally,hyderabad"
Nirvana Elite 5,Nirvana Infrabuild Pvt LtdBuilder,33,,4,Apartment,Super Built-up Area,3600,(334.45 sq.m.),3.96,,5,0.09,,,"madhapur,hyderabad"
Nirvana Belleza,Nirvana Infrabuild Pvt LtdBuilder,26,,3,Apartment,Super Built-up Area,1890,(175.59 sq.m.),1.46,,8,0.11,,,"kondapur,hyderabad"
Hirize Elysia,Hirize DevelopersBuilder,18,10.08461538,3,Apartment,Super Built-up Area,2507.5,(151.9 - 314.01 sq.m.),1.88,9,371,3.8,3,,"kokapet,hyderabad"
Poulomi Avante,JONES LANG LASALLE PROPERTY CONSULTANTS (INDIA) PVRERA Registered Dealer,18,8.234615385,2,Apartment,Super Built-up Area,1330,(123.56 sq.m.),1.16,22,464,4.75,3,,"kokapet,hyderabad"
Poulomi Avante,JONES LANG LASALLE PROPERTY CONSULTANTS (INDIA) PVRERA Registered Dealer,18,8.234615385,3,Apartment,Super Built-up Area,1985,(170.94 - 197.88 sq.m.),1.9,22,464,4.75,3,,"kokapet,hyderabad"
Ambience Courtyard,HOUSZ BUILDTECH LLPBuilder,25,8.536363636,2,Apartment,Super Built-up Area,1160,(91.04 - 124.49 sq.m.),0.9265,10,855,8.01,9,67%,"shaikpet,hyderabad"
Ambience Courtyard,HOUSZ BUILDTECH LLPBuilder,25,8.536363636,3,Apartment,Super Built-up Area,1890,(127.28 - 223.9 sq.m.),1.51,10,855,8.01,9,67%,"shaikpet,hyderabad"
Beams And Columns 4 Blocks,Beams and Columns Builders Pvt. Ltd.Builder,26,7.566666667,2,Apartment,Super Built-up Area,1207.5,(98.01 - 126.35 sq.m.),0.7244,10,360,3.21727253,4,,"suchitra,hyderabad"
Beams And Columns 4 Blocks,Beams and Columns Builders Pvt. Ltd.Builder,26,7.566666667,3,Apartment,Super Built-up Area,1720,(146.32 - 173.26 sq.m.),1.0324,10,360,3.21727253,4,,"suchitra,hyderabad"
Super Homes Abhirama,SUPER HOMES CONSTRUCTIONSBuilder,25,5.914285714,2,Apartment,Super Built-up Area,1439,(133.69 sq.m.),0.9354,13,175,8.7,1,,"LB nagar,hyderabad"
Super Homes Abhirama,SUPER HOMES CONSTRUCTIONSBuilder,25,5.914285714,3,Apartment,Super Built-up Area,2070,(153.2 - 231.42 sq.m.),1.345,13,175,8.7,1,,"LB nagar,hyderabad"
ASBL Springs,ASHOKA BUILDERS INDIA PRIVATE LIMITEDBuilder,21,1.655,2,Apartment,Carpet Area,1210,(112.41 sq.m.),0.6654,14,478,4.11,2,,"pocharam,hyderabad"
ASBL Springs,ASHOKA BUILDERS INDIA PRIVATE LIMITEDBuilder,21,1.655,3,Apartment,Carpet Area,1475,(137.03 sq.m.),0.8111,14,478,4.11,2,,"pocharam,hyderabad"
Silpas Kalpavriksha,Shanta Sriram Constructions Pvt. Ltd.Builder,19,10.5625,2,Apartment,Super Built-up Area,946.5,(68.84 - 107.02 sq.m.),0.49215,8,1408,20.07,10,64%,"bahadurpally,hyderabad"
Silpas Kalpavriksha,Shanta Sriram Constructions Pvt. Ltd.Builder,19,10.5625,3,Apartment,Super Built-up Area,1155.5,(102.01 - 112.69 sq.m.),0.6009,8,1408,20.07,10,64%,"bahadurpally,hyderabad"
Green Space Marvel,Greenspace Housing And Engineers PvtltdBuilder,19,9.333333333,3,Apartment,Super Built-up Area,2292.5,(175.59 - 250.37 sq.m.),1.72,44,804,4.44,2,,"manikonda,hyderabad"
Green Space Marvel,Greenspace Housing And Engineers PvtltdBuilder,19,9.333333333,4,Apartment,Super Built-up Area,4585,(351.17 - 500.75 sq.m.),3.435,44,804,4.44,2,,"manikonda,hyderabad"
Srias Tiara,Srias Life Spaces LLPBuilder,11,13.225,2,Apartment,Super Built-up Area,1292.5,(119.84 - 120.31 sq.m.),0.7497,18,1300,9.59,4,,"bachupally,hyderabad"
Srias Tiara,Srias Life Spaces LLPBuilder,11,13.225,3,Apartment,Super Built-up Area,1852.5,(155.15 - 189.06 sq.m.),1.08015,18,1300,9.59,4,,"bachupally,hyderabad"
Vertex Viraat,Vertex Homes Pvt LtdBuilder,18,5.375,2,Apartment,Super Built-up Area,1340,(124.49 sq.m.),0.9714,30,1428,8.7,6,,"miyapur,hyderabad"
Vertex Viraat,Vertex Homes Pvt LtdBuilder,18,5.375,3,Apartment,Super Built-up Area,1790,(144.0 - 188.59 sq.m.),1.295,30,1428,8.7,6,,"miyapur,hyderabad"
P Chenna Ramulus Mahaan,SPJV Mahalaxmi infra private limitedBuilder,22,5.636363636,2,Apartment,Super Built-up Area,1062.5,(97.55 - 99.87 sq.m.),,5,180,1.85,2,,"shad nagar,hyderabad"
P Chenna Ramulus Mahaan,SPJV Mahalaxmi infra private limitedBuilder,22,5.636363636,3,Apartment,Super Built-up Area,1310,(121.7 sq.m.),0.524,5,180,1.85,2,,"shad nagar,hyderabad"
Avantikas Arudra,Avantika DevelopersBuilder,12,7.021428571,2,Apartment,Super Built-up Area,1270,(117.99 sq.m.),0.7366,5,20,0.22,1,,"Bandlaguda jagir,hyderabad"
Avantikas Arudra,Avantika DevelopersBuilder,12,7.021428571,3,Apartment,Super Built-up Area,1545,(143.54 sq.m.),0.8961,5,20,0.22,1,,"Bandlaguda jagir,hyderabad"
Reliance Sunshine,Reliance BuildersBuilder,16,5.377777778,2,Apartment,Super Built-up Area,932.5,(85.94 - 87.33 sq.m.),0.39305,5,340,3.3,5,,"isnapur,hyderabad"
Pacifica Hillcrest,Pacifica CompaniesBuilder,23,9.823076923,2,Apartment,Carpet Area,863.5,(73.11 - 87.33 sq.m.),1.18,22,2528,12.25,10,,"gachibowli,hyderabad"
Pacifica Hillcrest,Pacifica CompaniesBuilder,23,9.823076923,3,Apartment,Carpet Area,1325.5,(111.39 - 134.9 sq.m.),1.625,22,2528,12.25,10,,"gachibowli,hyderabad"
Pacifica Hillcrest,Pacifica CompaniesBuilder,23,9.823076923,4,Apartment,Carpet Area,1684.5,(155.15 - 157.84 sq.m.),1.86,22,2528,12.25,10,,"gachibowli,hyderabad"
Gokul Bhuvanam,Gokul ConstructionsBuilder,19,11.04545455,2,Apartment,Super Built-up Area,1397.5,(126.35 - 133.32 sq.m.),1.0214,15,514,3.75,,,"nizampet,hyderabad"
Gokul Bhuvanam,Gokul ConstructionsBuilder,19,11.04545455,3,Apartment,Super Built-up Area,1802.5,(126.81 - 208.1 sq.m.),1.64,15,514,3.75,,,"nizampet,hyderabad"
Suchirindia The Tales of Greek,Suchirindia Infratech Private LimitedDealer,19,8.663636364,2,Apartment,Super Built-up Area,872.5,(74.32 - 87.79 sq.m.),0.50605,10,329,3.3,1,,"shamshabad,hyderabad"
EIPL The Tamarind,EIPL CONSTRUCTIONSBuilder,18,,3,Apartment,Super Built-up Area,2015,(150.5 - 223.9 sq.m.),1.39,14,359,3.5,3,,"manikonda,hyderabad"
Makuta Nirvana,Makuta Developers LLPBuilder,25,10.53,2,Apartment,Super Built-up Area,1270,(117.99 sq.m.),0.5715,14,948,6.977245312,8,,"patancheru,hyderabad"
Makuta Nirvana,Makuta Developers LLPBuilder,25,10.53,3,Apartment,Super Built-up Area,1833,(144.19 - 196.4 sq.m.),0.82485,14,948,6.977245312,8,,"patancheru,hyderabad"
Makuta Horizon,Makuta Developers LLPBuilder,20,11.6,3,Apartment,Super Built-up Area,1478,(266.16 sq.m.),2.09,16,64,6.56,1,75%,"kompally,hyderabad"
Makuta Horizon,Makuta Developers LLPBuilder,20,11.6,4,Apartment,Super Built-up Area,2502.666667,(315.87 - 372.54 sq.m.),2.705,16,64,6.56,1,75%,"kompally,hyderabad"
Vasavi Sarovar,VASAVI INFRACON LLPBuilder,25,8.736363636,2,Apartment,Super Built-up Area,1370,(120.77 - 133.78 sq.m.),1.0275,29,2530,20.199664,11,72%,"kukatpally,hyderabad"
Vasavi Sarovar,VASAVI INFRACON LLPBuilder,25,8.736363636,3,Apartment,Super Built-up Area,1900,(132.39 - 220.64 sq.m.),1.425,29,2530,20.199664,11,72%,"kukatpally,hyderabad"
Vasavi Sarovar,VASAVI INFRACON LLPBuilder,25,8.736363636,4,Apartment,Super Built-up Area,2900,(267.56 - 271.28 sq.m.),2.175,29,2530,20.199664,11,72%,"kukatpally,hyderabad"
Lansum El Dorado,LANSUM PROPERTIES LLPBuilder,19,9.838461538,3,Apartment,Carpet Area,993.5,(143.07 - 208.1 sq.m.),1.51,40,880,4.25,2,,"narsingi,hyderabad"
Honer Signatis,Honer Developers Pvt. Ltd.Builder,18,8.375,3,Apartment,Super Built-up Area,2285,(157.47 - 267.1 sq.m.),1.85,29,3266,27.81,20,,"kukatpally,hyderabad"
Honer Signatis,Honer Developers Pvt. Ltd.Builder,18,8.375,4,Apartment,Super Built-up Area,3815,(354.43 sq.m.),3.19,29,3266,27.81,20,,"kukatpally,hyderabad"
Gem Nakshathra,GEM VIVENDASBuilder,19,8.802307692,2,Apartment,Super Built-up Area,1292.5,(119.84 - 120.31 sq.m.),1.02,18,576,4.76,3,,"kokapet,hyderabad"
Gem Nakshathra,GEM VIVENDASBuilder,19,8.802307692,3,Apartment,Super Built-up Area,1652.5,(137.96 - 169.08 sq.m.),1.305,18,576,4.76,3,,"kokapet,hyderabad"
Riddhi Pramukh Elegance,RIDDHI HABITATS LLPBuilder,20,,2,Apartment,Built-up Area,1165,(102.19 - 114.27 sq.m.),,9,144,2.65,3,55%,"suchitra,hyderabad"
Riddhi Pramukh Elegance,RIDDHI HABITATS LLPBuilder,20,,3,Apartment,Built-up Area,2210,(170.01 - 240.62 sq.m.),1.315,9,144,2.65,3,55%,"suchitra,hyderabad"
Riddhi Pramukh Elegance,RIDDHI HABITATS LLPBuilder,20,,4,Apartment,Built-up Area,3030,(270.35 - 292.64 sq.m.),1.8,9,144,2.65,3,55%,"suchitra,hyderabad"
Sri Aditya Le Grandiose,MagicPropDealer,19,7.861538462,3,Apartment,Super Built-up Area,3561,(260.5 - 401.16 sq.m.),4.81,20,80,1.5,1,,"Jubilee hills,hyderabad"
Prestige Vaishnaoi Rainbow Waters,MagicPropDealer,26,6.1,4,Apartment,Super Built-up Area,6356,(460.33 - 720.65 sq.m.),6.99,36,150,2.42,1,,"raidurgam,hyderabad"
Prestige Vaishnaoi Rainbow Waters,MagicPropDealer,26,6.1,5,Apartment,Super Built-up Area,8001,(743.32 sq.m.),8.8,36,150,2.42,1,,"raidurgam,hyderabad"
Pranathis Kiara,JONES LANG LASALLE PROPERTY CONSULTANTS (INDIA) PVRERA Registered Dealer,21,13.825,2,Apartment,Super Built-up Area,1355,(120.77 - 130.99 sq.m.),0.79935,15,360,3.3,3,70%,"tellapur,hyderabad"
Pranathis Kiara,JONES LANG LASALLE PROPERTY CONSULTANTS (INDIA) PVRERA Registered Dealer,21,13.825,3,Apartment,Super Built-up Area,1765,(138.89 - 189.06 sq.m.),1.0934,15,360,3.3,3,70%,"tellapur,hyderabad"
Vajra The Royal Park,VAJRA BUILDERS AND DEVELOPERSBuilder,21,6.545,2,Apartment,Super Built-up Area,1183,(101.36 - 118.45 sq.m.),0.5914,,760,,6,,"bowrampet,hyderabad"
Vajra The Royal Park,VAJRA BUILDERS AND DEVELOPERSBuilder,21,6.545,3,Apartment,Super Built-up Area,1524,(127.56 - 155.61 sq.m.),0.76185,,760,,6,,"bowrampet,hyderabad"
IRA M3,IRA RealtyBuilder,21,13.64,2,Apartment,Super Built-up Area,1105,(102.66 sq.m.),0.5524,14,695,5.63,4,,"kollur,hyderabad"
A2A Homeland,Global Homes and Heights LLPBuilder,19,10.26923077,3,Apartment,Super Built-up Area,1980,(157.94 - 209.96 sq.m.),1.575,18,1149,12,7,,"balanagar,hyderabad"
Vertex Pristine,Vertex Homes Pvt LtdBuilder,18,2.960714286,2,Apartment,Super Built-up Area,1277.5,(117.99 - 119.38 sq.m.),0.89415,9,309,3.9,5,,"Hyder nagar,hyderabad"
Vertex Pristine,Vertex Homes Pvt LtdBuilder,18,2.960714286,3,Apartment,Super Built-up Area,1765,(139.35 - 188.59 sq.m.),1.235,9,309,3.9,5,,"Hyder nagar,hyderabad"
Aakriti Cyan,Aakriti Constructions & Developers Pvt LtdBuilder,23,11.93846154,2,Apartment,Super Built-up Area,1288,(107.67 - 131.64 sq.m.),0.81135,7,429,4,3,67%,"tellapur,hyderabad"
Aakriti Cyan,Aakriti Constructions & Developers Pvt LtdBuilder,23,11.93846154,3,Apartment,Super Built-up Area,1614.5,(144.28 - 155.71 sq.m.),1.0191,7,429,4,3,67%,"tellapur,hyderabad"
Sumadhura Horizon,Sumadhura Infracon Pvt. Ltd.Builder,18,8.691666667,3,Apartment,Super Built-up Area,2215,(159.79 - 251.77 sq.m.),2.77,18,486,5.04,4,72%,"kondapur,hyderabad"
Shangrila Abbham,SHANGRILA INFRACON INDIA PRIVATE LIMITEDBuilder,22,10.83076923,4,Apartment,Carpet Area,6000,(464.52 - 650.32 sq.m.),4.2,37,366,6.4,5,,"kismathpur,hyderabad"
Forest Edge By Canny,KEYSTONE REALTY SERVICES (I) PRIVATE LIMITEDDealer,20,10.62307692,2,Apartment,Super Built-up Area,1285,(119.38 sq.m.),0.7195,14,197,1.7,1,66%,"bachupally,hyderabad"
Aakruthi Arcadia,KEYSTONE REALTY SERVICES (I) PRIVATE LIMITEDDealer,20,6.78125,2,Apartment,Super Built-up Area,1252.5,(107.77 - 124.95 sq.m.),,5,235,3.17,5,,"gajulramaram,hyderabad"
Aakruthi Arcadia,KEYSTONE REALTY SERVICES (I) PRIVATE LIMITEDDealer,20,6.78125,3,Apartment,Super Built-up Area,1575,(124.03 - 168.62 sq.m.),,5,235,3.17,5,,"gajulramaram,hyderabad"
Vasavi Skyla,Landlord&Investor UnitsDealer,22,7.334615385,3,Apartment,Super Built-up Area,2850,(195.1 - 334.45 sq.m.),2.565,32,685,6.23,6,,"city,hyderabad"
Primark Eco Nest,Primark DevelopersBuilder,19,3.816666667,2,Apartment,Super Built-up Area,1232.5,(107.77 - 121.24 sq.m.),0.57915,10,410,5,5,60%,"kompally,hyderabad"
Primark Eco Nest,Primark DevelopersBuilder,19,3.816666667,3,Apartment,Super Built-up Area,1795,(132.39 - 201.14 sq.m.),0.8448,10,410,5,5,60%,"kompally,hyderabad"
Aditya Homes,Aditya ConstructionsBuilder,26,10.425,2,Apartment,Carpet Area,1253.5,(113.71 - 119.19 sq.m.),0.61425,5,75,0.94,1,,"boduppal,hyderabad"
Aditya Homes,Aditya ConstructionsBuilder,26,10.425,3,Apartment,Carpet Area,1551.5,(136.29 - 151.99 sq.m.),0.7602,5,75,0.94,1,,"boduppal,hyderabad"
Nirmal Landmark,Nirmal Shelters (P) LtdBuilder,26,7.788461538,2,Apartment,Super Built-up Area,1100,(102.19 sq.m.),0.825,5,55,0.75785124,1,,"ramanthapur,hyderabad"
Nirmal Landmark,Nirmal Shelters (P) LtdBuilder,26,7.788461538,3,Apartment,Super Built-up Area,1640,(142.61 - 162.12 sq.m.),1.23,5,55,0.75785124,1,,"ramanthapur,hyderabad"
Ramky One Orbit,Ramky Estates & Farms LtdBuilder,25,9.038461538,2,Apartment,Super Built-up Area,1300,(109.63 - 131.92 sq.m.),1.04365,14,518,5.25,6,,"nallagandla,hyderabad"
Ramky One Orbit,Ramky Estates & Farms LtdBuilder,25,9.038461538,3,Apartment,Super Built-up Area,1622.5,(129.14 - 172.34 sq.m.),1.295,14,518,5.25,6,,"nallagandla,hyderabad"
Vayun Meadows Block C,Anantha Infra Builder,32,9.685,3,Apartment,Super Built-up Area,1660,(117.52 - 190.92 sq.m.),0.7968,7,88,5,3,,"kapra,hyderabad"
Cybercity Marina Skies,Cybercity Builders And Developers Pvt LtdBuilder,19,7.515384615,2,Apartment,Super Built-up Area,1205,(107.77 - 116.13 sq.m.),1.11,31,1237,10.7,2,82%,"Hi Tech city,hyderabad"
Cybercity Marina Skies,Cybercity Builders And Developers Pvt LtdBuilder,19,7.515384615,3,Apartment,Super Built-up Area,1870,(130.06 - 217.39 sq.m.),1.72,31,1237,10.7,2,82%,"Hi Tech city,hyderabad"
Cybercity Marina Skies,Cybercity Builders And Developers Pvt LtdBuilder,19,7.515384615,4,Apartment,Super Built-up Area,3465,(265.7 - 378.12 sq.m.),3.33,31,1237,10.7,2,82%,"Hi Tech city,hyderabad"
Primark De Stature,Primark Projects PVT LTDBuilder,18,12.9,2,Apartment,Super Built-up Area,1207.5,(108.7 - 115.66 sq.m.),0.664,8,416,5,6,57%,"bahadurpally,hyderabad"
Primark De Stature,Primark Projects PVT LTDBuilder,18,12.9,3,Apartment,Super Built-up Area,1800,(140.75 - 193.7 sq.m.),0.99155,8,416,5,6,57%,"bahadurpally,hyderabad"
NSL East Luxoria,NSL SEZ (HYDERABAD) PRIVATE LIMITEDBuilder,18,2.486363636,3,Apartment,Super Built-up Area,2426.5,(209.12 - 241.73 sq.m.),1.88,44,1032,7,4,,"uppal,hyderabad"
NSL East Luxoria,NSL SEZ (HYDERABAD) PRIVATE LIMITEDBuilder,18,2.486363636,4,Apartment,Super Built-up Area,4979.5,(296.27 - 628.95 sq.m.),3.86,44,1032,7,4,,"uppal,hyderabad"
Vajram IXORA,VAJRAM CONSTRUCTIONS PRIVATE LIMITEDBuilder,20,7.993333333,3,Apartment,Super Built-up Area,2315,(184.88 - 245.26 sq.m.),1.62,17,371,4,3,,"gopanpally,hyderabad"
Wave by Raghava,RAGHAVA PROJECTSBuilder,22,12.9,3,Apartment,Carpet Area,1795,(154.22 - 179.3 sq.m.),1.295,36,1290,8.27,4,70%,"tellapur,hyderabad"
Sri Krishna County,VR DevelopersBuilder,26,,2,Apartment,Super Built-up Area,1135,(102.66 - 108.23 sq.m.),0.5675,5,85,0.87,2,,"aminpur,hyderabad"
Om Sree Sky Park,Om Sree Builders & Developers LLPBuilder,36,12.66666667,3,Apartment,Super Built-up Area,2025,(168.62 - 207.64 sq.m.),1.56,2,272,3.9,10,,"kompally,hyderabad"
Om Sree Sky Park,Om Sree Builders & Developers LLPBuilder,36,12.66666667,4,Apartment,Super Built-up Area,2725,(241.55 - 264.77 sq.m.),2.105,2,272,3.9,10,,"kompally,hyderabad"
Aparna Synergy,APARNA CONSTRUCTIONS AND ESTATES PVT LTDBuilder,39,11.72,2,Apartment,Super Built-up Area,1251,(116.22 sq.m.),,27,3345,28,15,,"gundlapochampalli,hyderabad"
Aparna Synergy,APARNA CONSTRUCTIONS AND ESTATES PVT LTDBuilder,39,11.72,3,Apartment,Super Built-up Area,1880,(134.99 - 214.33 sq.m.),1.15715,27,3345,28,15,,"gundlapochampalli,hyderabad"
Levonor Egeira,LEVONOR LIFESPACES PRIVATE LIMITEDBuilder,28,15.73461538,3,Apartment,Super Built-up Area,2105,(144.0 - 247.12 sq.m.),1.3144,35,744,4.7,3,,"kollur,hyderabad"
Reliance Courtyard,RELIANCE BUILDERSBuilder,19,7,2,Apartment,Super Built-up Area,1265,(117.24 - 117.8 sq.m.),0.5325,7,131,1.09,1,,"shankarpally,hyderabad"
Om Sree Gallaxy,Om Sree Builders & Developers LLPBuilder,26,11.89230769,2,Apartment,Super Built-up Area,1285,(119.38 sq.m.),,14,2010,20,20,,"kompally,hyderabad"
Om Sree Gallaxy,Om Sree Builders & Developers LLPBuilder,26,11.89230769,3,Apartment,Super Built-up Area,1835,(134.24 - 206.71 sq.m.),1.31,14,2010,20,20,,"kompally,hyderabad"
Sri Saikrishna Prime,SRI SAI KRISHNA CONSTRUCTIONSBuilder,8,1.1,3,Apartment,Super Built-up Area,2075,(180.23 - 205.32 sq.m.),1.87,5,,0.408598633,1,,"kondapur,hyderabad"
Arkala Life,Arkala Realty & Infrastrcuture Pvt LtdBuilder,19,10.425,2,Apartment,Super Built-up Area,1340,(104.98 - 144.0 sq.m.),0.603,9,288,5,5,,"tukkuguda,hyderabad"
Arkala Life,Arkala Realty & Infrastrcuture Pvt LtdBuilder,19,10.425,3,Apartment,Super Built-up Area,1696,(145.58 - 169.55 sq.m.),,9,288,5,5,,"tukkuguda,hyderabad"
Divine Space,DIVINE HOMESBuilder,25,1.66,2,Apartment,Super Built-up Area,1230,(114.27 sq.m.),0.824,12,,,,,"tellapur,hyderabad"
Divine Space,DIVINE HOMESBuilder,25,1.66,3,Apartment,Super Built-up Area,1777.5,(126.35 - 203.92 sq.m.),1.19055,12,,,,,"tellapur,hyderabad"
Jade One,BRILLIUS PRIVATE LIMITEDDealer,25,6.714285714,3,Apartment,Super Built-up Area,1717,(127.56 - 191.47 sq.m.),0.8582,5,45,0.677839714,1,80%,"kompally,hyderabad"
Aparna Sarovar Zicon,APARNA CONSTRUCTIONS AND ESTATES PVT LTDBuilder,26,8.386363636,2,Apartment,Super Built-up Area,1073,(112.88 - 177.44 sq.m.),1.735,26,3024,25.5,14,80%,"nallagandla,hyderabad"
Aparna Sarovar Zicon,APARNA CONSTRUCTIONS AND ESTATES PVT LTDBuilder,26,8.386363636,3,Apartment,Super Built-up Area,996.5,(121.7 - 239.23 sq.m.),2.165,26,3024,25.5,14,80%,"nallagandla,hyderabad"
Aparna Sarovar Zicon,APARNA CONSTRUCTIONS AND ESTATES PVT LTDBuilder,26,8.386363636,4,Apartment,Super Built-up Area,1500.666667,(142.14 - 267.1 sq.m.),2.45,26,3024,25.5,14,80%,"nallagandla,hyderabad"
Aparna Serenity,APARNA CONSTRUCTIONS AND ESTATES PVT LTDBuilder,19,8.96,2,Apartment,Super Built-up Area,1335,(124.03 sq.m.),,9,1499,22.45,22,,"kompally,hyderabad"
Aparna Serenity,APARNA CONSTRUCTIONS AND ESTATES PVT LTDBuilder,19,8.96,3,Apartment,Super Built-up Area,1847.5,(136.1 - 207.17 sq.m.),1.385,9,1499,22.45,22,,"kompally,hyderabad"
Aparna Serenity,APARNA CONSTRUCTIONS AND ESTATES PVT LTDBuilder,19,8.96,4,Apartment,Super Built-up Area,2680,(244.33 - 253.63 sq.m.),2.01,9,1499,22.45,22,,"kompally,hyderabad"
Cybercity Westbrook,Cybercity Builders And Developers Pvt LtdBuilder,14,8.069230769,2,Apartment,Super Built-up Area,1142.5,(99.87 - 112.41 sq.m.),1.04945,,1102,,,,"kokapet,hyderabad"
Cybercity Westbrook,Cybercity Builders And Developers Pvt LtdBuilder,14,8.069230769,3,Apartment,Super Built-up Area,1840,(136.57 - 205.32 sq.m.),1.69,,1102,,,,"kokapet,hyderabad"
Cybercity Westbrook,Cybercity Builders And Developers Pvt LtdBuilder,14,8.069230769,4,Apartment,Super Built-up Area,2400,(222.97 sq.m.),2.21,,1102,,,,"kokapet,hyderabad"
Bricks Cyberwoods,Bricks Ramabhupal Projects LLPBuilder,11,,2,Apartment,Carpet Area,716.75,(124.95 - 132.39 sq.m.),0.9408,16,300,2.6,2,,"Osman nagar,hyderabad"
Bricks Cyberwoods,Bricks Ramabhupal Projects LLPBuilder,11,,3,Apartment,Carpet Area,1550,(144.0 sq.m.),1.09,16,300,2.6,2,,"Osman nagar,hyderabad"
Bricks Cyberwoods,Bricks Ramabhupal Projects LLPBuilder,11,,4,Apartment,Carpet Area,1367.5,(245.26 sq.m.),1.85,16,300,2.6,2,,"Osman nagar,hyderabad"
MPM SS Pinnacle,MPM VENTURES PRIVATE LIMITEDBuilder,21,2.076666667,2,Apartment,Super Built-up Area,1285.5,(112.04 - 126.81 sq.m.),1.16,14,70,,1,,"ameerpet,hyderabad"
MPM SS Pinnacle,MPM VENTURES PRIVATE LIMITEDBuilder,21,2.076666667,3,Apartment,Super Built-up Area,1449.5,(127.18 - 142.14 sq.m.),1.305,14,70,,1,,"ameerpet,hyderabad"
ASBL Spire,ASHOKA BUILDERS INDIA PRIVATE LIMITEDBuilder,19,0.808571429,3,Apartment,Super Built-up Area,2012.5,(176.98 - 196.95 sq.m.),2.01,36,394,2.85,1,78%,"kokapet,hyderabad"
Aakriti Miro,Aakriti Constructions & Developers Pvt LtdBuilder,26,10.36153846,2,Apartment,Super Built-up Area,1259.5,(103.96 - 130.06 sq.m.),1.00755,14,404,4,4,80%,"nallagandla,hyderabad"
Aakriti Miro,Aakriti Constructions & Developers Pvt LtdBuilder,26,10.36153846,3,Apartment,Super Built-up Area,1732.5,(121.05 - 200.86 sq.m.),1.385,14,404,4,4,80%,"nallagandla,hyderabad"
Suvela Projects Khairatabad,SUVELA PROJECTS PRIVATE LIMITEDBuilder,18,,3,Apartment,Super Built-up Area,1755,(159.61 - 166.48 sq.m.),1.84,,,0.17624,,,"khairatabad,hyderabad"
Lalitha Majestic,Lalitha Constructions and DevelopersBuilder,16,,2,Apartment,Super Built-up Area,1202.5,(110.55 - 112.88 sq.m.),0.6734,5,89,0.85,1,,"chandanagar,hyderabad"
Lalitha Majestic,Lalitha Constructions and DevelopersBuilder,16,,3,Apartment,Super Built-up Area,1480,(134.24 - 140.75 sq.m.),0.8288,5,89,0.85,1,,"chandanagar,hyderabad"
